,og_index,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters,SRCIATA,DESTINIATA
9028,59370,3462,Phoenix Sky Harbor International Airport,3533,Fort Lauderdale Hollywood International Airport,29031,858004,PHX,FLL
9029,59371,3462,Phoenix Sky Harbor International Airport,1804,Don Miguel Hidalgo Y Costilla International Airport,26245,769577,PHX,GDL
9030,59372,3462,Phoenix Sky Harbor International Airport,3467,Spokane International Airport,200336,5289949,PHX,GEG
9031,59373,3462,Phoenix Sky Harbor International Airport,4063,Grand Junction Regional Airport,32663,958359,PHX,GJT
9032,59374,3462,Phoenix Sky Harbor International Airport,1807,General Ignacio P. Garcia International Airport,29889,881611,PHX,HMO
9033,59375,3462,Phoenix Sky Harbor International Airport,3728,Daniel K Inouye International Airport,8090,214231,PHX,HNL
9034,59376,3462,Phoenix Sky Harbor International Airport,3550,George Bush Intercontinental Houston Airport,90624,2776952,PHX,IAH
9035,59377,3462,Phoenix Sky Harbor International Airport,3585,Indianapolis International Airport,77926,2374886,PHX,IND
9036,59378,3462,Phoenix Sky Harbor International Airport,3797,John F Kennedy International Airport,31095,930375,PHX,JFK
9037,59380,3462,Phoenix Sky Harbor International Airport,3877,McCarran International Airport,14241,413337,PHX,LAS
9038,59381,3462,Phoenix Sky Harbor International Airport,3484,Los Angeles International Airport,23152,653066,PHX,LAX
9039,59382,3462,Phoenix Sky Harbor International Airport,3582,Long Beach /Daugherty Field/ Airport,5123,145778,PHX,LGB
9040,59384,3462,Phoenix Sky Harbor International Airport,3458,Kansas City International Airport,60539,1877908,PHX,MCI
9041,59388,3462,Phoenix Sky Harbor International Airport,3717,General Mitchell International Airport,24904,729130,PHX,MKE
9042,59389,3462,Phoenix Sky Harbor International Airport,3948,Monterey Peninsula Airport,33436,989997,PHX,MRY
9043,59390,3462,Phoenix Sky Harbor International Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,8174,219073,PHX,MSP
9044,59391,3462,Phoenix Sky Harbor International Airport,1826,General Rafael Buelna International Airport,11215,297120,PHX,MZT
9045,59392,3462,Phoenix Sky Harbor International Airport,3453,Metropolitan Oakland International Airport,81425,2487602,PHX,OAK
9046,59393,3462,Phoenix Sky Harbor International Airport,3456,Kahului Airport,27315,795395,PHX,OGG
9047,59394,3462,Phoenix Sky Harbor International Airport,3454,Eppley Airfield,36203,1069189,PHX,OMA
9048,59395,3462,Phoenix Sky Harbor International Airport,3734,Ontario International Airport,10793,307711,PHX,ONT
9049,59396,3462,Phoenix Sky Harbor International Airport,3830,Chicago O'Hare International Airport,9842,253645,PHX,ORD
9050,59397,3462,Phoenix Sky Harbor International Airport,3720,Portland International Airport,14129,390614,PHX,PDX
9051,59398,3462,Phoenix Sky Harbor International Airport,3752,Philadelphia International Airport,43514,1330153,PHX,PHL
9052,59399,3462,Phoenix Sky Harbor International Airport,3570,Pittsburgh International Airport,130448,4012192,PHX,PIT
9053,59400,3462,Phoenix Sky Harbor International Airport,3839,Palm Springs International Airport,143953,4403147,PHX,PSP
9054,59401,3462,Phoenix Sky Harbor International Airport,1836,Licenciado Gustavo Díaz Ordaz International Airport,7356,192459,PHX,PVR
9055,59407,3462,Phoenix Sky Harbor International Airport,3577,Seattle Tacoma International Airport,61978,1855809,PHX,SEA
9056,59408,3462,Phoenix Sky Harbor International Airport,3469,San Francisco International Airport,52078,1599528,PHX,SFO
9057,59409,3462,Phoenix Sky Harbor International Airport,3748,Norman Y. Mineta San Jose International Airport,6313,179698,PHX,SJC
9058,59410,3462,Phoenix Sky Harbor International Airport,1840,Los Cabos International Airport,112,112,PHX,SJD
9059,59411,3462,Phoenix Sky Harbor International Airport,3536,Salt Lake City International Airport,19702,554492,PHX,SLC
9060,59412,3462,Phoenix Sky Harbor International Airport,3817,Sacramento International Airport,61782,1912530,PHX,SMF
9061,59413,3462,Phoenix Sky Harbor International Airport,3867,John Wayne Airport-Orange County Airport,45924,1370401,PHX,SNA
9062,59414,3462,Phoenix Sky Harbor International Airport,3678,St Louis Lambert International Airport,62666,1888709,PHX,STL
9063,59415,3462,Phoenix Sky Harbor International Airport,3646,Tampa International Airport,64362,1968490,PHX,TPA
9064,59417,3462,Phoenix Sky Harbor International Airport,49,Edmonton International Airport,31843,913850,PHX,YEG
9065,59419,3462,Phoenix Sky Harbor International Airport,156,Vancouver International Airport,42463,1261140,PHX,YVR
9066,59420,3462,Phoenix Sky Harbor International Airport,178,Calgary International Airport,16832,419992,PHX,YYC
9067,59421,3462,Phoenix Sky Harbor International Airport,1856,Ixtapa Zihuatanejo International Airport,58185,1804470,PHX,ZIH
9068,59422,4046,General Wayne A. Downing Peoria International Airport,3670,Dallas Fort Worth International Airport,150233,4615501,PIA,DFW
9069,59423,4046,General Wayne A. Downing Peoria International Airport,3830,Chicago O'Hare International Airport,16828,480810,PIA,ORD
9070,59424,3570,Pittsburgh International Airport,3825,Bradley International Airport,124496,3782842,PIT,BDL
9071,59425,3570,Pittsburgh International Airport,3448,General Edward Lawrence Logan International Airport,18417,532754,PIT,BOS
9072,59428,3570,Pittsburgh International Airport,3670,Dallas Fort Worth International Airport,15928,443416,PIT,DFW
9073,59429,3570,Pittsburgh International Airport,3797,John F Kennedy International Airport,23085,661349,PIT,JFK
9074,59430,3570,Pittsburgh International Airport,3484,Los Angeles International Airport,22157,642556,PIT,LAX
9075,59431,3570,Pittsburgh International Airport,3697,La Guardia Airport,14171,393508,PIT,LGA
9076,59432,3570,Pittsburgh International Airport,3576,Miami International Airport,20088,590559,PIT,MIA
9077,59433,3570,Pittsburgh International Airport,3830,Chicago O'Hare International Airport,19559,571887,PIT,ORD
9078,59434,3570,Pittsburgh International Airport,3752,Philadelphia International Airport,61463,1873369,PIT,PHL
9079,59435,3570,Pittsburgh International Airport,3462,Phoenix Sky Harbor International Airport,143233,4343530,PIT,PHX
9080,59436,3570,Pittsburgh International Airport,3626,Raleigh Durham International Airport,90961,2774632,PIT,RDU
9081,59437,3570,Pittsburgh International Airport,3678,St Louis Lambert International Airport,37471,1132851,PIT,STL
9082,59442,3564,Pensacola Regional Airport,3876,Charlotte Douglas International Airport,8688,219442,PNS,CLT
9083,59443,3564,Pensacola Regional Airport,3520,Ronald Reagan Washington National Airport,12005,333022,PNS,DCA
9084,59444,3564,Pensacola Regional Airport,3670,Dallas Fort Worth International Airport,37478,1104225,PNS,DFW
9085,59449,3839,Palm Springs International Airport,3670,Dallas Fort Worth International Airport,148496,4562748,PSP,DFW
9086,59450,3839,Palm Springs International Airport,3830,Chicago O'Hare International Airport,151738,4651686,PSP,ORD
9087,59458,3641,Theodore Francis Green State Airport,3876,Charlotte Douglas International Airport,113147,3466811,PVD,CLT
9088,59459,3641,Theodore Francis Green State Airport,3520,Ronald Reagan Washington National Airport,48744,1452848,PVD,DCA
9089,59466,4087,Rapid City Regional Airport,3670,Dallas Fort Worth International Airport,9554,258123,RAP,DFW
9090,59470,3626,Raleigh Durham International Airport,3876,Charlotte Douglas International Airport,14855,432232,RDU,CLT
9091,59472,3626,Raleigh Durham International Airport,3670,Dallas Fort Worth International Airport,55239,1670045,RDU,DFW
9092,59473,3626,Raleigh Durham International Airport,3797,John F Kennedy International Airport,33902,1011982,RDU,JFK
9093,59475,3626,Raleigh Durham International Airport,3697,La Guardia Airport,52638,1524065,RDU,LGA
9094,59476,3626,Raleigh Durham International Airport,507,London Heathrow Airport,25317,722615,RDU,LHR
9095,59477,3626,Raleigh Durham International Airport,3576,Miami International Airport,33397,974740,RDU,MIA
9096,59478,3626,Raleigh Durham International Airport,3830,Chicago O'Hare International Airport,25930,748132,RDU,ORD
9097,59479,3626,Raleigh Durham International Airport,3752,Philadelphia International Airport,27655,809628,RDU,PHL
9098,59482,3608,Richmond International Airport,3448,General Edward Lawrence Logan International Airport,22895,672646,RIC,BOS
9099,59483,3608,Richmond International Airport,3876,Charlotte Douglas International Airport,216351,5844408,RIC,CLT
9100,59484,3608,Richmond International Airport,3670,Dallas Fort Worth International Airport,94436,2907568,RIC,DFW
9101,59485,3608,Richmond International Airport,3697,La Guardia Airport,52868,1623006,RIC,LGA
9102,59486,3608,Richmond International Airport,3576,Miami International Airport,26573,791446,RIC,MIA
9103,59487,3608,Richmond International Airport,3830,Chicago O'Hare International Airport,50415,1492137,RIC,ORD
9104,59488,3608,Richmond International Airport,3752,Philadelphia International Airport,138658,4254592,RIC,PHL
9105,59489,3807,Reno Tahoe International Airport,3670,Dallas Fort Worth International Airport,20931,624155,RNO,DFW
9106,59490,3807,Reno Tahoe International Airport,3484,Los Angeles International Airport,120164,3654919,RNO,LAX
9107,59491,3807,Reno Tahoe International Airport,3830,Chicago O'Hare International Airport,107001,3279936,RNO,ORD
9108,59492,3807,Reno Tahoe International Airport,3462,Phoenix Sky Harbor International Airport,98099,3014424,RNO,PHX
9109,59493,4016,Roanoke–Blacksburg Regional Airport,3876,Charlotte Douglas International Airport,163805,4123902,ROA,CLT
9110,59494,4016,Roanoke–Blacksburg Regional Airport,3697,La Guardia Airport,119994,3695540,ROA,LGA
9111,59495,4016,Roanoke–Blacksburg Regional Airport,3752,Philadelphia International Airport,45286,1400917,ROA,PHL
9112,59496,3622,Greater Rochester International Airport,3448,General Edward Lawrence Logan International Airport,54061,1694874,ROC,BOS
9113,59497,3622,Greater Rochester International Airport,3876,Charlotte Douglas International Airport,25948,698747,ROC,CLT
9114,59498,3622,Greater Rochester International Airport,3520,Ronald Reagan Washington National Airport,75723,2237141,ROC,DCA
9115,59499,3622,Greater Rochester International Airport,3830,Chicago O'Hare International Airport,102939,3161321,ROC,ORD
9116,59500,3622,Greater Rochester International Airport,3752,Philadelphia International Airport,22702,700570,ROC,PHL
9117,59501,3736,Roswell International Air Center Airport,3670,Dallas Fort Worth International Airport,126790,3849443,ROW,DFW
9118,59502,4048,Rochester International Airport,3830,Chicago O'Hare International Airport,32198,962367,RST,ORD
9119,59503,3793,Southwest Florida International Airport,3876,Charlotte Douglas International Airport,8274,236478,RSW,CLT
9120,59504,3793,Southwest Florida International Airport,3520,Ronald Reagan Washington National Airport,119739,3770302,RSW,DCA
9121,59505,3793,Southwest Florida International Airport,3670,Dallas Fort Worth International Airport,76684,1939741,RSW,DFW
9122,59506,3793,Southwest Florida International Airport,3830,Chicago O'Hare International Airport,73421,2167711,RSW,ORD
9123,59507,3793,Southwest Florida International Airport,3752,Philadelphia International Airport,32817,945274,RSW,PHL
9124,59520,3731,San Diego International Airport,3876,Charlotte Douglas International Airport,60754,1909443,SAN,CLT
9125,59521,3731,San Diego International Airport,3520,Ronald Reagan Washington National Airport,87892,2707230,SAN,DCA
9126,59522,3731,San Diego International Airport,3670,Dallas Fort Worth International Airport,128822,3914324,SAN,DFW
9127,59524,3731,San Diego International Airport,3484,Los Angeles International Airport,16775,486756,SAN,LAX
9128,59525,3731,San Diego International Airport,3576,Miami International Airport,21342,633013,SAN,MIA
9129,59526,3731,San Diego International Airport,3830,Chicago O'Hare International Airport,20590,609951,SAN,ORD
9130,59528,3731,San Diego International Airport,3462,Phoenix Sky Harbor International Airport,66447,1950673,SAN,PHX
9131,59530,3621,San Antonio International Airport,3876,Charlotte Douglas International Airport,109758,3449479,SAT,CLT
9132,59531,3621,San Antonio International Airport,3670,Dallas Fort Worth International Airport,95373,2348512,SAT,DFW
9133,59532,3621,San Antonio International Airport,3830,Chicago O'Hare International Airport,120947,3798559,SAT,ORD
9134,59533,3621,San Antonio International Airport,3752,Philadelphia International Airport,94821,2922655,SAT,PHL
9135,59534,3621,San Antonio International Airport,3462,Phoenix Sky Harbor International Airport,37635,1110319,SAT,PHX
9136,59535,3613,Savannah Hilton Head International Airport,3876,Charlotte Douglas International Airport,88263,2631059,SAV,CLT
9137,59536,3613,Savannah Hilton Head International Airport,3520,Ronald Reagan Washington National Airport,56864,1472301,SAV,DCA
9138,59537,3613,Savannah Hilton Head International Airport,3670,Dallas Fort Worth International Airport,39633,1188991,SAV,DFW
9139,59539,3949,Santa Barbara Municipal Airport,3462,Phoenix Sky Harbor International Airport,70137,2089552,SBA,PHX
9140,59540,5768,San Luis County Regional Airport,3462,Phoenix Sky Harbor International Airport,18095,543469,SBP,PHX
9141,59541,3642,Salisbury Ocean City Wicomico Regional Airport,3876,Charlotte Douglas International Airport,91341,2812889,SBY,CLT
9142,59542,3642,Salisbury Ocean City Wicomico Regional Airport,3752,Philadelphia International Airport,71602,2045860,SBY,PHL
9143,59543,4318,University Park Airport,3752,Philadelphia International Airport,113,113,SCE,PHL
9144,59546,4014,Louisville International Standiford Field,3876,Charlotte Douglas International Airport,123750,3769786,SDF,CLT
9145,59547,4014,Louisville International Standiford Field,3520,Ronald Reagan Washington National Airport,107723,3284349,SDF,DCA
9146,59548,4014,Louisville International Standiford Field,3670,Dallas Fort Worth International Airport,14705,432482,SDF,DFW
9147,59549,4014,Louisville International Standiford Field,3697,La Guardia Airport,75469,1879891,SDF,LGA
9148,59550,4014,Louisville International Standiford Field,3576,Miami International Airport,41455,1203318,SDF,MIA
9149,59551,4014,Louisville International Standiford Field,3830,Chicago O'Hare International Airport,19234,582346,SDF,ORD
9150,59552,4014,Louisville International Standiford Field,3752,Philadelphia International Airport,49713,1571314,SDF,PHL
9151,59555,3577,Seattle Tacoma International Airport,3876,Charlotte Douglas International Airport,25947,774237,SEA,CLT
9152,59556,3577,Seattle Tacoma International Airport,3670,Dallas Fort Worth International Airport,30877,903095,SEA,DFW
9153,59557,3577,Seattle Tacoma International Airport,3797,John F Kennedy International Airport,77839,2309226,SEA,JFK
9154,59558,3577,Seattle Tacoma International Airport,3576,Miami International Airport,40399,1203912,SEA,MIA
9155,59559,3577,Seattle Tacoma International Airport,3830,Chicago O'Hare International Airport,38681,1153699,SEA,ORD
9156,59560,3577,Seattle Tacoma International Airport,3752,Philadelphia International Airport,78470,1924680,SEA,PHL
9157,59561,3577,Seattle Tacoma International Airport,3462,Phoenix Sky Harbor International Airport,36873,1083472,SEA,PHX
9158,59562,3577,Seattle Tacoma International Airport,2276,Taiwan Taoyuan International Airport,41090,1235709,SEA,TPE
9159,59563,3469,San Francisco International Airport,2006,Auckland International Airport,19802,589404,SFO,AKL
9160,59564,3469,San Francisco International Airport,3876,Charlotte Douglas International Airport,76052,2341591,SFO,CLT
9161,59565,3469,San Francisco International Airport,3670,Dallas Fort Worth International Airport,110434,3473487,SFO,DFW
9162,59566,3469,San Francisco International Airport,3077,Hong Kong International Airport,6412,191527,SFO,HKG
9163,59567,3469,San Francisco International Airport,3930,Incheon International Airport,90767,2721212,SFO,ICN
9164,59568,3469,San Francisco International Airport,3797,John F Kennedy International Airport,10248,303906,SFO,JFK
9165,59569,3469,San Francisco International Airport,3484,Los Angeles International Airport,85202,2513158,SFO,LAX
9166,59570,3469,San Francisco International Airport,3576,Miami International Airport,82619,2466406,SFO,MIA
9167,59571,3469,San Francisco International Airport,3830,Chicago O'Hare International Airport,101440,2457709,SFO,ORD
9168,59572,3469,San Francisco International Airport,3364,Beijing Capital International Airport,43514,1292085,SFO,PEK
9169,59573,3469,San Francisco International Airport,3752,Philadelphia International Airport,9464,277608,SFO,PHL
9170,59574,3469,San Francisco International Airport,3462,Phoenix Sky Harbor International Airport,28791,812376,SFO,PHX
9171,59575,3469,San Francisco International Airport,1892,Monseñor Óscar Arnulfo Romero International Airport,33534,952773,SFO,SAL
9172,59576,3469,San Francisco International Airport,2276,Taiwan Taoyuan International Airport,25273,732039,SFO,TPE
9173,59577,4348,Springfield Branson National Airport,3670,Dallas Fort Worth International Airport,15352,426887,SGF,DFW
9174,59578,4348,Springfield Branson National Airport,3830,Chicago O'Hare International Airport,65439,1981756,SGF,ORD
9175,59579,3609,Shreveport Regional Airport,3670,Dallas Fort Worth International Airport,23294,674588,SHV,DFW
9176,59587,3748,Norman Y. Mineta San Jose International Airport,3670,Dallas Fort Worth International Airport,127757,3915226,SJC,DFW
9177,59588,3748,Norman Y. Mineta San Jose International Airport,3484,Los Angeles International Airport,23478,654636,SJC,LAX
9178,59589,3748,Norman Y. Mineta San Jose International Airport,3830,Chicago O'Hare International Airport,62253,1908481,SJC,ORD
9179,59590,3748,Norman Y. Mineta San Jose International Airport,3462,Phoenix Sky Harbor International Airport,25348,751493,SJC,PHX
9180,59600,3708,San Angelo Regional Mathis Field,3670,Dallas Fort Worth International Airport,18222,530050,SJT,DFW
9181,59610,3536,Salt Lake City International Airport,3876,Charlotte Douglas International Airport,108300,3294921,SLC,CLT
9182,59611,3536,Salt Lake City International Airport,3670,Dallas Fort Worth International Airport,27274,792197,SLC,DFW
9183,59612,3536,Salt Lake City International Airport,3484,Los Angeles International Airport,32548,964927,SLC,LAX
9184,59613,3536,Salt Lake City International Airport,3830,Chicago O'Hare International Airport,30311,899407,SLC,ORD
9185,59614,3536,Salt Lake City International Airport,3752,Philadelphia International Airport,51115,1541047,SLC,PHL
9186,59615,3536,Salt Lake City International Airport,3462,Phoenix Sky Harbor International Airport,36161,1069485,SLC,PHX
9187,59617,3817,Sacramento International Airport,3876,Charlotte Douglas International Airport,34451,1082623,SMF,CLT
9188,59618,3817,Sacramento International Airport,3670,Dallas Fort Worth International Airport,68348,2121705,SMF,DFW
9189,59619,3817,Sacramento International Airport,3484,Los Angeles International Airport,103659,3184938,SMF,LAX
9190,59620,3817,Sacramento International Airport,3462,Phoenix Sky Harbor International Airport,14655,430936,SMF,PHX
9191,59621,3867,John Wayne Airport-Orange County Airport,3670,Dallas Fort Worth International Airport,44439,1292583,SNA,DFW
9192,59622,3867,John Wayne Airport-Orange County Airport,3830,Chicago O'Hare International Airport,23498,648810,SNA,ORD
9193,59623,3867,John Wayne Airport-Orange County Airport,3462,Phoenix Sky Harbor International Airport,16181,443938,SNA,PHX
9194,59624,3680,Sheppard Air Force Base-Wichita Falls Municipal Airport,3670,Dallas Fort Worth International Airport,55539,1652438,SPS,DFW
9195,59625,4067,Sarasota Bradenton International Airport,3876,Charlotte Douglas International Airport,47263,1351306,SRQ,CLT
9196,59626,4067,Sarasota Bradenton International Airport,3520,Ronald Reagan Washington National Airport,8430,255511,SRQ,DCA
9197,59629,3678,St Louis Lambert International Airport,3876,Charlotte Douglas International Airport,14187,429540,STL,CLT
9198,59630,3678,St Louis Lambert International Airport,3520,Ronald Reagan Washington National Airport,62694,1924275,STL,DCA
9199,59631,3678,St Louis Lambert International Airport,3670,Dallas Fort Worth International Airport,27983,816751,STL,DFW
9200,59632,3678,St Louis Lambert International Airport,3484,Los Angeles International Airport,133149,4115541,STL,LAX
9201,59633,3678,St Louis Lambert International Airport,3697,La Guardia Airport,28378,823753,STL,LGA
9202,59635,3678,St Louis Lambert International Airport,3830,Chicago O'Hare International Airport,41614,1319258,STL,ORD
9203,59636,3678,St Louis Lambert International Airport,3752,Philadelphia International Airport,44791,1312018,STL,PHL
9204,59637,3678,St Louis Lambert International Airport,3462,Phoenix Sky Harbor International Airport,21744,638690,STL,PHX
9205,59638,3678,St Louis Lambert International Airport,3570,Pittsburgh International Airport,27171,788610,STL,PIT
9206,59644,3753,Sioux Gateway Col. Bud Day Field,3830,Chicago O'Hare International Airport,31534,894097,SUX,ORD
9207,59646,3661,Stewart International Airport,3752,Philadelphia International Airport,15793,478258,SWF,PHL
9208,59652,3745,Syracuse Hancock International Airport,3448,General Edward Lawrence Logan International Airport,68592,2097765,SYR,BOS
9209,59653,3745,Syracuse Hancock International Airport,3876,Charlotte Douglas International Airport,20699,576886,SYR,CLT
9210,59654,3745,Syracuse Hancock International Airport,3520,Ronald Reagan Washington National Airport,48404,1531798,SYR,DCA
9211,59655,3745,Syracuse Hancock International Airport,3830,Chicago O'Hare International Airport,44936,1320591,SYR,ORD
9212,59656,3745,Syracuse Hancock International Airport,3752,Philadelphia International Airport,14065,391823,SYR,PHL
9213,59658,3698,Tallahassee Regional Airport,3876,Charlotte Douglas International Airport,87183,2644080,TLH,CLT
9214,59659,3698,Tallahassee Regional Airport,3520,Ronald Reagan Washington National Airport,29005,762324,TLH,DCA
9215,59660,3698,Tallahassee Regional Airport,3670,Dallas Fort Worth International Airport,97857,3076599,TLH,DFW
9216,59661,3698,Tallahassee Regional Airport,3576,Miami International Airport,41452,1202582,TLH,MIA
9217,59663,4040,Toledo Express Airport,3830,Chicago O'Hare International Airport,10907,318167,TOL,ORD
9218,59664,3646,Tampa International Airport,3876,Charlotte Douglas International Airport,26287,763285,TPA,CLT
9219,59665,3646,Tampa International Airport,3520,Ronald Reagan Washington National Airport,19850,586164,TPA,DCA
9220,59666,3646,Tampa International Airport,3670,Dallas Fort Worth International Airport,21486,642862,TPA,DFW
9221,59667,3646,Tampa International Airport,3797,John F Kennedy International Airport,39761,1166190,TPA,JFK
9222,59668,3646,Tampa International Airport,3576,Miami International Airport,22634,616324,TPA,MIA
9223,59669,3646,Tampa International Airport,3830,Chicago O'Hare International Airport,33570,987503,TPA,ORD
9224,59670,3646,Tampa International Airport,3752,Philadelphia International Airport,19442,567575,TPA,PHL
9225,59671,3646,Tampa International Airport,3462,Phoenix Sky Harbor International Airport,25721,784891,TPA,PHX
9226,59676,4116,Tri-Cities Regional TN/VA Airport,3876,Charlotte Douglas International Airport,17060,538958,TRI,CLT
9227,59677,3855,Tulsa International Airport,3670,Dallas Fort Worth International Airport,37370,1148309,TUL,DFW
9228,59678,3855,Tulsa International Airport,3576,Miami International Airport,53611,1660982,TUL,MIA
9229,59679,3855,Tulsa International Airport,3830,Chicago O'Hare International Airport,65371,2018993,TUL,ORD
9230,59680,3636,Tucson International Airport,3670,Dallas Fort Worth International Airport,68738,2133804,TUS,DFW
9231,59681,3636,Tucson International Airport,3484,Los Angeles International Airport,61168,1870132,TUS,LAX
9232,59682,3636,Tucson International Airport,3830,Chicago O'Hare International Airport,33304,1008339,TUS,ORD
9233,59683,3636,Tucson International Airport,3462,Phoenix Sky Harbor International Airport,44992,1378664,TUS,PHX
9234,59684,4023,Cherry Capital Airport,3830,Chicago O'Hare International Airport,123257,3830348,TVC,ORD
9235,59685,3770,Texarkana Regional Webb Field,3670,Dallas Fort Worth International Airport,139080,4275367,TXK,DFW
9236,59686,3848,Tyler Pounds Regional Airport,3670,Dallas Fort Worth International Airport,69543,2176136,TYR,DFW
9237,59687,3676,McGhee Tyson Airport,3876,Charlotte Douglas International Airport,147908,4494151,TYS,CLT
9238,59688,3676,McGhee Tyson Airport,3520,Ronald Reagan Washington National Airport,7099,200658,TYS,DCA
9239,59689,3676,McGhee Tyson Airport,3670,Dallas Fort Worth International Airport,136429,4279821,TYS,DFW
9240,59690,3676,McGhee Tyson Airport,3697,La Guardia Airport,107393,3339922,TYS,LGA
9241,59691,3676,McGhee Tyson Airport,3830,Chicago O'Hare International Airport,142835,4349613,TYS,ORD
9242,59692,3676,McGhee Tyson Airport,3752,Philadelphia International Airport,19303,581156,TYS,PHL
9243,59697,3873,Destin-Ft Walton Beach Airport,3876,Charlotte Douglas International Airport,114,114,VPS,CLT
9244,59698,3873,Destin-Ft Walton Beach Airport,3520,Ronald Reagan Washington National Airport,64307,1977505,VPS,DCA
9245,59699,3873,Destin-Ft Walton Beach Airport,3670,Dallas Fort Worth International Airport,15207,454911,VPS,DFW
9246,59701,4356,Northwest Arkansas Regional Airport,3876,Charlotte Douglas International Airport,64338,1922044,XNA,CLT
9247,59702,4356,Northwest Arkansas Regional Airport,3670,Dallas Fort Worth International Airport,90945,2772320,XNA,DFW
9248,59703,4356,Northwest Arkansas Regional Airport,3484,Los Angeles International Airport,49467,1570387,XNA,LAX
9249,59704,4356,Northwest Arkansas Regional Airport,3697,La Guardia Airport,13398,408167,XNA,LGA
9250,59705,4356,Northwest Arkansas Regional Airport,3830,Chicago O'Hare International Airport,29638,920840,XNA,ORD
9251,59723,3596,Yuma MCAS/Yuma International Airport,3462,Phoenix Sky Harbor International Airport,54451,1682492,YUM,PHX
9252,59817,3797,John F Kennedy International Airport,1229,Adolfo Suárez Madrid–Barajas Airport,37195,1129990,JFK,MAD
9253,60185,3682,Hartsfield Jackson Atlanta International Airport,3759,John Glenn Columbus International Airport,25974,774319,ATL,CMH
9254,60186,3682,Hartsfield Jackson Atlanta International Airport,1852,Cancún International Airport,30852,903347,ATL,CUN
9255,60187,3682,Hartsfield Jackson Atlanta International Airport,1800,Cozumel International Airport,27215,741484,ATL,CZM
9256,60188,3682,Hartsfield Jackson Atlanta International Airport,3550,George Bush Intercontinental Houston Airport,8482,208645,ATL,IAH
9257,60189,3682,Hartsfield Jackson Atlanta International Airport,3585,Indianapolis International Airport,11749,327521,ATL,IND
9258,60190,3682,Hartsfield Jackson Atlanta International Airport,3484,Los Angeles International Airport,27264,765264,ATL,LAX
9259,60191,3682,Hartsfield Jackson Atlanta International Airport,1824,Licenciado Benito Juarez International Airport,32826,979495,ATL,MEX
9260,60192,3682,Hartsfield Jackson Atlanta International Airport,3576,Miami International Airport,44561,1370498,ATL,MIA
9261,60193,3682,Hartsfield Jackson Atlanta International Airport,1840,Los Cabos International Airport,42396,1224297,ATL,SJD
9262,60253,3759,John Glenn Columbus International Airport,3682,Hartsfield Jackson Atlanta International Airport,56068,1737592,CMH,ATL
9263,60286,3728,Daniel K Inouye International Airport,3361,Sydney Kingsford Smith International Airport,17434,520032,HNL,SYD
9264,60291,3550,George Bush Intercontinental Houston Airport,3682,Hartsfield Jackson Atlanta International Airport,37140,1099711,IAH,ATL
9265,60292,3585,Indianapolis International Airport,3682,Hartsfield Jackson Atlanta International Airport,148684,4549242,IND,ATL
9266,60301,3484,Los Angeles International Airport,3682,Hartsfield Jackson Atlanta International Airport,111045,3348741,LAX,ATL
9267,60302,3484,Los Angeles International Airport,3320,Brisbane International Airport,151753,4633743,LAX,BNE
9268,60303,3484,Los Angeles International Airport,3339,Melbourne International Airport,172635,5317700,LAX,MEL
9269,60304,3484,Los Angeles International Airport,3861,Louis Armstrong New Orleans International Airport,106254,3306092,LAX,MSY
9270,60305,3484,Los Angeles International Airport,3361,Sydney Kingsford Smith International Airport,148315,4559280,LAX,SYD
9271,60338,3576,Miami International Airport,3682,Hartsfield Jackson Atlanta International Airport,77969,2291185,MIA,ATL
9272,60824,3448,General Edward Lawrence Logan International Airport,5674,Praia International Airport,141801,4348779,BOS,RAI
9273,60861,4019,Albuquerque International Sunport,3682,Hartsfield Jackson Atlanta International Airport,90277,2739358,ABQ,ATL
9274,60867,3682,Hartsfield Jackson Atlanta International Airport,3811,Birmingham-Shuttlesworth International Airport,154521,4729880,ATL,BHM
9275,60868,3682,Hartsfield Jackson Atlanta International Airport,3690,Nashville International Airport,21245,610194,ATL,BNA
9276,60869,3682,Hartsfield Jackson Atlanta International Airport,3448,General Edward Lawrence Logan International Airport,159656,4881863,ATL,BOS
9277,60870,3682,Hartsfield Jackson Atlanta International Airport,3806,Charleston Air Force Base-International Airport,110735,3442278,ATL,CHS
9278,60872,3682,Hartsfield Jackson Atlanta International Airport,1852,Cancún International Airport,151083,4655417,ATL,CUN
9279,60873,3682,Hartsfield Jackson Atlanta International Airport,3488,Cincinnati Northern Kentucky International Airport,40446,1206087,ATL,CVG
9280,60874,3682,Hartsfield Jackson Atlanta International Airport,3502,Dallas Love Field,213892,5350158,ATL,DAL
9281,60876,3682,Hartsfield Jackson Atlanta International Airport,3670,Dallas Fort Worth International Airport,23169,665181,ATL,DFW
9282,60877,3682,Hartsfield Jackson Atlanta International Airport,3645,Detroit Metropolitan Wayne County Airport,27276,831064,ATL,DTW
9283,60878,3682,Hartsfield Jackson Atlanta International Airport,3494,Newark Liberty International Airport,10598,322711,ATL,EWR
9284,60879,3682,Hartsfield Jackson Atlanta International Airport,3533,Fort Lauderdale Hollywood International Airport,88432,2687068,ATL,FLL
