,Unnamed: 0,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters,SRCIATA,DESTINIATA,SRC_AIRPT,DESTN_AIRPT,EQPT,Population,Incoming,Outgoing
4534,7818,3745,Syracuse Hancock International Airport,3494,Newark Liberty International Airport,13994,403047,SYR,EWR,SYR,EWR,DH2 DH3 ERJ,19069796.0,97,16
4535,7819,3745,Syracuse Hancock International Airport,3714,Washington Dulles International Airport,21421,601264,SYR,IAD,SYR,IAD,ERJ CRJ DH4 ER4 CR7 DH2,10952482.0,89,16
4537,7821,3698,Tallahassee Regional Airport,3878,Orlando International Airport,14413,443362,TLH,MCO,TLH,MCO,SF3,2082421.0,89,7
4539,7822,3698,Tallahassee Regional Airport,3646,Tampa International Airport,14841,394504,TLH,TPA,TLH,TPA,SF3,2747272.0,65,7
4540,7823,3646,Tampa International Airport,3486,Cleveland Hopkins International Airport,59001,1773898,TPA,CLE,TPA,CLE,73G,2091286.0,57,66
4541,7825,3646,Tampa International Airport,3494,Newark Liberty International Airport,59393,1806872,TPA,EWR,TPA,EWR,320,19069796.0,97,66
4542,7825,3646,Tampa International Airport,3494,Newark Liberty International Airport,59393,1806872,TPA,EWR,TPA,EWR,738 739 73G 752 320,19069796.0,97,66
4544,7828,3646,Tampa International Airport,3472,Gainesville Regional Airport,7920,226952,TPA,GNV,TPA,GNV,SF3,260690.0,5,66
4545,7829,3646,Tampa International Airport,3714,Washington Dulles International Airport,48313,1472956,TPA,IAD,TPA,IAD,738 320,10952482.0,89,66
4546,7830,3646,Tampa International Airport,3550,George Bush Intercontinental Houston Airport,51181,1603804,TPA,IAH,TPA,IAH,73G 320 739 738,5867489.0,138,66
4548,7831,3646,Tampa International Airport,3712,Jacksonville International Airport,12205,344962,TPA,JAX,TPA,JAX,SF3,1328144.0,25,66
4550,7833,3646,Tampa International Airport,3722,Palm Beach International Airport,12271,340987,TPA,PBI,TPA,PBI,SF3,5547051.0,19,66
4552,7834,3646,Tampa International Airport,3564,Pensacola Regional Airport,23969,756021,TPA,PNS,TPA,PNS,SF3,455102.0,11,66
4554,7835,3646,Tampa International Airport,3698,Tallahassee Regional Airport,15046,395863,TPA,TLH,TPA,TLH,SF3,360013.0,7,66
4555,7837,3855,Tulsa International Airport,3494,Newark Liberty International Airport,71256,2140653,TUL,EWR,TUL,EWR,ERJ,19069796.0,97,18
4556,7838,3855,Tulsa International Airport,3714,Washington Dulles International Airport,64565,1926764,TUL,IAD,TUL,IAD,CR7 ERJ,10952482.0,89,18
4557,7839,3855,Tulsa International Airport,3550,George Bush Intercontinental Houston Airport,26464,793719,TUL,IAH,TUL,IAH,ERJ CRJ CR7,5867489.0,138,18
4558,7842,3636,Tucson International Airport,3550,George Bush Intercontinental Houston Airport,54958,1722424,TUS,IAH,TUS,IAH,CR7 ERJ,5867489.0,138,17
4559,7844,3636,Tucson International Airport,3469,San Francisco International Airport,46364,1390328,TUS,SFO,TUS,SFO,CRJ,8635706.0,80,17
4560,7846,3848,Tyler Pounds Regional Airport,3550,George Bush Intercontinental Houston Airport,11106,305441,TYR,IAH,TYR,IAH,ERJ,5867489.0,138,2
4561,7847,3676,McGhee Tyson Airport,3751,Denver International Airport,68325,2131953,TYS,DEN,TYS,DEN,319,,158,17
4562,7847,3676,McGhee Tyson Airport,3751,Denver International Airport,68325,2131953,TYS,DEN,TYS,DEN,ERJ,,158,17
4563,7848,3676,McGhee Tyson Airport,3494,Newark Liberty International Airport,37963,1140224,TYS,EWR,TYS,EWR,ERJ,19069796.0,97,17
4564,7849,3676,McGhee Tyson Airport,3714,Washington Dulles International Airport,25689,780020,TYS,IAD,TYS,IAD,ERJ,10952482.0,89,17
4565,7850,3676,McGhee Tyson Airport,3550,George Bush Intercontinental Houston Airport,48796,1502495,TYS,IAH,TYS,IAH,ERJ,5867489.0,138,17
4566,7852,3873,Destin-Ft Walton Beach Airport,3550,George Bush Intercontinental Houston Airport,31000,948021,VPS,IAH,VPS,IAH,ERJ,5867489.0,138,5
4567,7854,4356,Northwest Arkansas Regional Airport,3751,Denver International Airport,39852,1211718,XNA,DEN,XNA,DEN,ERJ,,158,14
4568,7855,4356,Northwest Arkansas Regional Airport,3494,Newark Liberty International Airport,69021,2059263,XNA,EWR,XNA,EWR,ERJ,19069796.0,97,14
4569,7856,4356,Northwest Arkansas Regional Airport,3550,George Bush Intercontinental Houston Airport,30626,897799,XNA,IAH,XNA,IAH,ERJ CRJ,5867489.0,138,14
4570,7858,3596,Yuma MCAS/Yuma International Airport,3484,Los Angeles International Airport,15694,464986,YUM,LAX,YUM,LAX,EM2,25749594.0,106,2
4572,7859,4355,Lehigh Valley International Airport,3876,Charlotte Douglas International Airport,30420,905045,ABE,CLT,ABE,CLT,CR9 CR7 CRJ,1745524.0,121,9
4573,7860,4355,Lehigh Valley International Airport,3752,Philadelphia International Airport,4246,115676,ABE,PHL,ABE,PHL,DH3,11936504.0,98,9
4574,7860,4355,Lehigh Valley International Airport,3752,Philadelphia International Airport,4246,115676,ABE,PHL,ABE,PHL,CRJ DH8,11936504.0,98,9
4575,7861,3718,Abilene Regional Airport,3670,Dallas Fort Worth International Airport,8910,274161,ABI,DFW,ABI,DFW,ERD ER4 CRJ,12895230.0,162,1
4576,7861,3718,Abilene Regional Airport,3670,Dallas Fort Worth International Airport,8910,274161,ABI,DFW,ABI,DFW,ERD ER4,12895230.0,162,1
4578,7862,4019,Albuquerque International Sunport,3670,Dallas Fort Worth International Airport,33328,1013388,ABQ,DFW,ABQ,DFW,M83 M80,12895230.0,162,24
4580,7864,4019,Albuquerque International Sunport,3830,Chicago O'Hare International Airport,69193,2155763,ABQ,ORD,ABQ,ORD,CR7 E70,19161134.0,165,24
4581,7864,4019,Albuquerque International Sunport,3830,Chicago O'Hare International Airport,69193,2155763,ABQ,ORD,ABQ,ORD,E75,19161134.0,165,24
4582,7866,3700,Waco Regional Airport,3670,Dallas Fort Worth International Airport,6260,180180,ACT,DFW,ACT,DFW,ER4 ERD,12895230.0,162,1
4583,7866,3700,Waco Regional Airport,3670,Dallas Fort Worth International Airport,6260,180180,ACT,DFW,ACT,DFW,ER4,12895230.0,162,1
4585,7867,3852,Alexandria International Airport,3670,Dallas Fort Worth International Airport,16663,515391,AEX,DFW,AEX,DFW,ER4 CRJ ERD,12895230.0,162,3
4586,7868,3658,Augusta Regional At Bush Field,3876,Charlotte Douglas International Airport,9077,274284,AGS,CLT,AGS,CLT,DH8 CRJ,1745524.0,121,3
4587,7868,3658,Augusta Regional At Bush Field,3876,Charlotte Douglas International Airport,9077,274284,AGS,CLT,AGS,CLT,DH3 CRJ,1745524.0,121,3
4589,7869,3658,Augusta Regional At Bush Field,3520,Ronald Reagan Washington National Airport,28683,888212,AGS,DCA,AGS,DCA,CRJ,10952482.0,93,3
4591,7870,3864,Albany International Airport,3876,Charlotte Douglas International Airport,42105,1254292,ALB,CLT,ALB,CLT,319,1745524.0,121,19
4592,7871,3864,Albany International Airport,3520,Ronald Reagan Washington National Airport,21391,607115,ALB,DCA,ALB,DCA,E75 CRJ E70,10952482.0,93,19
4593,7871,3864,Albany International Airport,3520,Ronald Reagan Washington National Airport,21391,607115,ALB,DCA,ALB,DCA,CRJ,10952482.0,93,19
4594,7872,3864,Albany International Airport,3752,Philadelphia International Airport,14074,402243,ALB,PHL,ALB,PHL,DH3,11936504.0,98,19
4595,7872,3864,Albany International Airport,3752,Philadelphia International Airport,14074,402243,ALB,PHL,ALB,PHL,CRJ E75 DH8 E70,11936504.0,98,19
4597,7873,5718,Waterloo Regional Airport,3830,Chicago O'Hare International Airport,15284,416567,ALO,ORD,ALO,ORD,ERD,19161134.0,165,1
4598,7874,3840,Rick Husband Amarillo International Airport,3670,Dallas Fort Worth International Airport,18314,540058,AMA,DFW,AMA,DFW,ER4 CRJ ERD,12895230.0,162,6
4599,7874,3840,Rick Husband Amarillo International Airport,3670,Dallas Fort Worth International Airport,18314,540058,AMA,DFW,AMA,DFW,ER4,12895230.0,162,6
4601,7875,3774,Ted Stevens Anchorage International Airport,3462,Phoenix Sky Harbor International Airport,214882,5828020,ANC,PHX,ANC,PHX,319 320,4364094.0,85,19
4603,7876,3838,Watertown International Airport,3830,Chicago O'Hare International Airport,40994,1221395,ART,ORD,ART,ORD,ERD,19161134.0,165,2
4605,7877,3838,Watertown International Airport,3752,Philadelphia International Airport,18350,536332,ART,PHL,ART,PHL,CRJ,11936504.0,98,2
4607,7884,3673,Austin Bergstrom International Airport,3876,Charlotte Douglas International Airport,62057,1906313,AUS,CLT,AUS,CLT,CR9,1745524.0,121,41
4609,7885,3673,Austin Bergstrom International Airport,3670,Dallas Fort Worth International Airport,11349,346245,AUS,DFW,AUS,DFW,M80 738 M83,12895230.0,162,41
4611,7886,3673,Austin Bergstrom International Airport,3797,John F Kennedy International Airport,93324,2841714,AUS,JFK,AUS,JFK,320,38139592.0,72,41
4612,7886,3673,Austin Bergstrom International Airport,3797,John F Kennedy International Airport,93324,2841714,AUS,JFK,AUS,JFK,319,38139592.0,72,41
4613,7886,3673,Austin Bergstrom International Airport,3797,John F Kennedy International Airport,93324,2841714,AUS,JFK,AUS,JFK,738,38139592.0,72,41
4615,7888,3673,Austin Bergstrom International Airport,3830,Chicago O'Hare International Airport,60479,1813378,AUS,ORD,AUS,ORD,739 320 752,19161134.0,165,41
4616,7888,3673,Austin Bergstrom International Airport,3830,Chicago O'Hare International Airport,60479,1813378,AUS,ORD,AUS,ORD,M83 M80,19161134.0,165,41
4618,7889,3673,Austin Bergstrom International Airport,3752,Philadelphia International Airport,87086,2663654,AUS,PHL,AUS,PHL,319 E90,11936504.0,98,41
4619,7891,4007,Asheville Regional Airport,3876,Charlotte Douglas International Airport,6214,167235,AVL,CLT,AVL,CLT,DH8 DH3,1745524.0,121,8
4620,7891,4007,Asheville Regional Airport,3876,Charlotte Douglas International Airport,6214,167235,AVL,CLT,AVL,CLT,CR7,1745524.0,121,8
4622,7892,4286,Wilkes Barre Scranton International Airport,3876,Charlotte Douglas International Airport,31727,950188,AVP,CLT,AVP,CLT,CRJ,1745524.0,121,6
4623,7893,4286,Wilkes Barre Scranton International Airport,3752,Philadelphia International Airport,6921,198499,AVP,PHL,AVP,PHL,DH3,11936504.0,98,6
4624,7893,4286,Wilkes Barre Scranton International Airport,3752,Philadelphia International Airport,6921,198499,AVP,PHL,AVP,PHL,CRJ DH8,11936504.0,98,6
4626,7894,4039,Kalamazoo Battle Creek International Airport,3830,Chicago O'Hare International Airport,9054,257821,AZO,ORD,AZO,ORD,ER4 ERD,19161134.0,165,4
4628,7895,3825,Bradley International Airport,3876,Charlotte Douglas International Airport,41950,1222722,BDL,CLT,BDL,CLT,320 321 319,1745524.0,121,26
4629,7896,3825,Bradley International Airport,3520,Ronald Reagan Washington National Airport,21010,578949,BDL,DCA,BDL,DCA,E75 CRJ E70,10952482.0,93,26
4630,7896,3825,Bradley International Airport,3520,Ronald Reagan Washington National Airport,21010,578949,BDL,DCA,BDL,DCA,CRJ,10952482.0,93,26
4632,7897,3825,Bradley International Airport,3670,Dallas Fort Worth International Airport,90516,2739290,BDL,DFW,BDL,DFW,738,12895230.0,162,26
4635,7898,3825,Bradley International Airport,3484,Los Angeles International Airport,153383,4701862,BDL,LAX,BDL,LAX,738,25749594.0,106,26
4637,7899,3825,Bradley International Airport,3576,Miami International Airport,74701,2277248,BDL,MIA,BDL,MIA,738,11094102.0,69,26
4638,7900,3825,Bradley International Airport,3830,Chicago O'Hare International Airport,50177,1481951,BDL,ORD,BDL,ORD,E75 ER4,19161134.0,165,26
4639,7900,3825,Bradley International Airport,3830,Chicago O'Hare International Airport,50177,1481951,BDL,ORD,BDL,ORD,738 73G 319,19161134.0,165,26
4640,7900,3825,Bradley International Airport,3830,Chicago O'Hare International Airport,50177,1481951,BDL,ORD,BDL,ORD,ER4 E75,19161134.0,165,26
4641,7901,3825,Bradley International Airport,3752,Philadelphia International Airport,13693,374077,BDL,PHL,BDL,PHL,319 DH3 E90,11936504.0,98,26
4642,7901,3825,Bradley International Airport,3752,Philadelphia International Airport,13693,374077,BDL,PHL,BDL,PHL,319 E90,11936504.0,98,26
4643,7902,3825,Bradley International Airport,3570,Pittsburgh International Airport,28845,808818,BDL,PIT,BDL,PIT,ER4,2354957.0,37,26
4644,7902,3825,Bradley International Airport,3570,Pittsburgh International Airport,28845,808818,BDL,PIT,BDL,PIT,ERJ,2354957.0,37,26
4646,7903,3558,Meadows Field,3462,Phoenix Sky Harbor International Airport,26601,792728,BFL,PHX,BFL,PHX,CRJ CR9,4364094.0,85,5
4647,7904,4129,Greater Binghamton/Edwin A Link field,3752,Philadelphia International Airport,11291,319727,BGM,PHL,BGM,PHL,DH3,11936504.0,98,3
4648,7904,4129,Greater Binghamton/Edwin A Link field,3752,Philadelphia International Airport,11291,319727,BGM,PHL,BGM,PHL,DH8,11936504.0,98,3
4650,7905,3463,Bangor International Airport,3520,Ronald Reagan Washington National Airport,37411,1080242,BGR,DCA,BGR,DCA,CRJ E70,10952482.0,93,6
4652,7906,3463,Bangor International Airport,3752,Philadelphia International Airport,30094,875370,BGR,PHL,BGR,PHL,E75 CRJ,11936504.0,98,6
4654,7907,3811,Birmingham-Shuttlesworth International Airport,3876,Charlotte Douglas International Airport,20610,613483,BHM,CLT,BHM,CLT,CRJ CR7,1745524.0,121,19
4656,7908,3811,Birmingham-Shuttlesworth International Airport,3520,Ronald Reagan Washington National Airport,39248,1192020,BHM,DCA,BHM,DCA,CRJ,10952482.0,93,19
4658,7909,3811,Birmingham-Shuttlesworth International Airport,3670,Dallas Fort Worth International Airport,34593,1063961,BHM,DFW,BHM,DFW,M80 M83,12895230.0,162,19
4660,7910,3811,Birmingham-Shuttlesworth International Airport,3576,Miami International Airport,41552,1297125,BHM,MIA,BHM,MIA,ER4,11094102.0,69,19
4662,7911,3811,Birmingham-Shuttlesworth International Airport,3752,Philadelphia International Airport,46245,1394058,BHM,PHL,BHM,PHL,CRJ,11936504.0,98,19
4664,7912,4037,Central Illinois Regional Airport at Bloomington-Normal,3670,Dallas Fort Worth International Airport,43311,1279769,BMI,DFW,BMI,DFW,ER4,12895230.0,162,8
4666,7913,4037,Central Illinois Regional Airport at Bloomington-Normal,3830,Chicago O'Hare International Airport,7337,211325,BMI,ORD,BMI,ORD,ER4 ERD,19161134.0,165,8
4668,7914,3690,Nashville International Airport,3876,Charlotte Douglas International Airport,23303,647292,BNA,CLT,BNA,CLT,319 CR7,1745524.0,121,48
4669,7915,3690,Nashville International Airport,3520,Ronald Reagan Washington National Airport,34695,1061094,BNA,DCA,BNA,DCA,CRJ,10952482.0,93,48
4670,7915,3690,Nashville International Airport,3520,Ronald Reagan Washington National Airport,34695,1061094,BNA,DCA,BNA,DCA,ERD CRJ,10952482.0,93,48
4672,7916,3690,Nashville International Airport,3670,Dallas Fort Worth International Airport,36262,1110812,BNA,DFW,BNA,DFW,M80 738 M83,12895230.0,162,48
4674,7917,3690,Nashville International Airport,3797,John F Kennedy International Airport,47930,1441193,BNA,JFK,BNA,JFK,CR9,38139592.0,72,48
4675,7917,3690,Nashville International Airport,3797,John F Kennedy International Airport,47930,1441193,BNA,JFK,BNA,JFK,ER4,38139592.0,72,48
4676,7920,3690,Nashville International Airport,3576,Miami International Airport,47212,1464752,BNA,MIA,BNA,MIA,738,11094102.0,69,48
4677,7920,3690,Nashville International Airport,3576,Miami International Airport,47212,1464752,BNA,MIA,BNA,MIA,738 ER4,11094102.0,69,48
4678,7921,3690,Nashville International Airport,3830,Chicago O'Hare International Airport,26253,797988,BNA,ORD,BNA,ORD,ERD ER4 CR7 E75,19161134.0,165,48
4679,7921,3690,Nashville International Airport,3830,Chicago O'Hare International Airport,26253,797988,BNA,ORD,BNA,ORD,ERJ CRJ,19161134.0,165,48
4680,7921,3690,Nashville International Airport,3830,Chicago O'Hare International Airport,26253,797988,BNA,ORD,BNA,ORD,ER4 CR7,19161134.0,165,48
4682,7924,3448,General Edward Lawrence Logan International Airport,3820,Buffalo Niagara International Airport,24163,722112,BOS,BUF,BOS,BUF,E90,1123804.0,21,78
4683,7924,3448,General Edward Lawrence Logan International Airport,3820,Buffalo Niagara International Airport,24163,722112,BOS,BUF,BOS,BUF,CRJ,1123804.0,21,78
4685,7925,3448,General Edward Lawrence Logan International Airport,3876,Charlotte Douglas International Airport,46749,1362951,BOS,CLT,BOS,CLT,E90,1745524.0,121,78
4686,7925,3448,General Edward Lawrence Logan International Airport,3876,Charlotte Douglas International Airport,46749,1362951,BOS,CLT,BOS,CLT,319 321 320 E90,1745524.0,121,78
4689,7926,3448,General Edward Lawrence Logan International Airport,1852,Cancún International Airport,217725,5794582,BOS,CUN,BOS,CUN,320,,32,78
4690,7926,3448,General Edward Lawrence Logan International Airport,1852,Cancún International Airport,217725,5794582,BOS,CUN,BOS,CUN,757,,32,78
4691,7926,3448,General Edward Lawrence Logan International Airport,1852,Cancún International Airport,217725,5794582,BOS,CUN,BOS,CUN,319,,32,78
4693,7927,3448,General Edward Lawrence Logan International Airport,3520,Ronald Reagan Washington National Airport,25808,719177,BOS,DCA,BOS,DCA,320 E90,10952482.0,93,78
4694,7927,3448,General Edward Lawrence Logan International Airport,3520,Ronald Reagan Washington National Airport,25808,719177,BOS,DCA,BOS,DCA,319 E90,10952482.0,93,78
4696,7928,3448,General Edward Lawrence Logan International Airport,3670,Dallas Fort Worth International Airport,95315,2879518,BOS,DFW,BOS,DFW,E90,12895230.0,162,78
4697,7928,3448,General Edward Lawrence Logan International Airport,3670,Dallas Fort Worth International Airport,95315,2879518,BOS,DFW,BOS,DFW,319,12895230.0,162,78
4698,7928,3448,General Edward Lawrence Logan International Airport,3670,Dallas Fort Worth International Airport,95315,2879518,BOS,DFW,BOS,DFW,738 757,12895230.0,162,78
4700,7929,3448,General Edward Lawrence Logan International Airport,3797,John F Kennedy International Airport,12981,349615,BOS,JFK,BOS,JFK,320 E90,38139592.0,72,78
4701,7929,3448,General Edward Lawrence Logan International Airport,3797,John F Kennedy International Airport,12981,349615,BOS,JFK,BOS,JFK,752 CR7 M88,38139592.0,72,78
4702,7929,3448,General Edward Lawrence Logan International Airport,3797,John F Kennedy International Airport,12981,349615,BOS,JFK,BOS,JFK,738,38139592.0,72,78
4704,7931,3448,General Edward Lawrence Logan International Airport,3697,La Guardia Airport,12490,341776,BOS,LGA,BOS,LGA,E75,38139592.0,72,78
4705,7931,3448,General Edward Lawrence Logan International Airport,3697,La Guardia Airport,12490,341776,BOS,LGA,BOS,LGA,E90 319,38139592.0,72,78
4706,7932,3448,General Edward Lawrence Logan International Airport,3542,Harrisburg International Airport,22530,642158,BOS,MDT,BOS,MDT,DH3,536919.0,12,78
4707,7932,3448,General Edward Lawrence Logan International Airport,3542,Harrisburg International Airport,22530,642158,BOS,MDT,BOS,MDT,DH8,536919.0,12,78
4711,7933,3448,General Edward Lawrence Logan International Airport,3576,Miami International Airport,79500,2417476,BOS,MIA,BOS,MIA,757 738,11094102.0,69,78
4713,7934,3448,General Edward Lawrence Logan International Airport,3830,Chicago O'Hare International Airport,53969,1611037,BOS,ORD,BOS,ORD,320 E90,19161134.0,165,78
4714,7934,3448,General Edward Lawrence Logan International Airport,3830,Chicago O'Hare International Airport,53969,1611037,BOS,ORD,BOS,ORD,319,19161134.0,165,78
4715,7934,3448,General Edward Lawrence Logan International Airport,3830,Chicago O'Hare International Airport,53969,1611037,BOS,ORD,BOS,ORD,739 752 738 73G 319 320 753,19161134.0,165,78
4716,7934,3448,General Edward Lawrence Logan International Airport,3830,Chicago O'Hare International Airport,53969,1611037,BOS,ORD,BOS,ORD,738,19161134.0,165,78
4718,7935,3448,General Edward Lawrence Logan International Airport,3752,Philadelphia International Airport,18492,514306,BOS,PHL,BOS,PHL,E90,11936504.0,98,78
4719,7935,3448,General Edward Lawrence Logan International Airport,3752,Philadelphia International Airport,18492,514306,BOS,PHL,BOS,PHL,E90 319 321 320,11936504.0,98,78
4721,7936,3448,General Edward Lawrence Logan International Airport,3462,Phoenix Sky Harbor International Airport,139472,4264694,BOS,PHX,BOS,PHX,320,4364094.0,85,78
4722,7936,3448,General Edward Lawrence Logan International Airport,3462,Phoenix Sky Harbor International Airport,139472,4264694,BOS,PHX,BOS,PHX,320 319 321,4364094.0,85,78
4724,7937,3448,General Edward Lawrence Logan International Airport,3570,Pittsburgh International Airport,33748,952002,BOS,PIT,BOS,PIT,E90,2354957.0,37,78
4725,7937,3448,General Edward Lawrence Logan International Airport,3570,Pittsburgh International Airport,33748,952002,BOS,PIT,BOS,PIT,E70 CRJ,2354957.0,37,78
4727,7938,3448,General Edward Lawrence Logan International Airport,3608,Richmond International Airport,31889,898454,BOS,RIC,BOS,RIC,E90,1238187.0,20,78
4728,7938,3448,General Edward Lawrence Logan International Airport,3608,Richmond International Airport,31889,898454,BOS,RIC,BOS,RIC,CR9 CR7,1238187.0,20,78
4729,7938,3448,General Edward Lawrence Logan International Airport,3608,Richmond International Airport,31889,898454,BOS,RIC,BOS,RIC,CRJ,1238187.0,20,78
4731,7939,3448,General Edward Lawrence Logan International Airport,3622,Greater Rochester International Airport,21669,646151,BOS,ROC,BOS,ROC,CRJ,1035566.0,18,78
4732,7940,3448,General Edward Lawrence Logan International Airport,3745,Syracuse Hancock International Airport,17025,506026,BOS,SYR,BOS,SYR,DH3,646084.0,16,78
4733,7940,3448,General Edward Lawrence Logan International Airport,3745,Syracuse Hancock International Airport,17025,506026,BOS,SYR,BOS,SYR,DH8,646084.0,16,78
4734,7941,3612,Southeast Texas Regional Airport,3670,Dallas Fort Worth International Airport,17755,509127,BPT,DFW,BPT,DFW,CRJ ERD ER4,12895230.0,162,1
4735,7941,3612,Southeast Texas Regional Airport,3670,Dallas Fort Worth International Airport,17755,509127,BPT,DFW,BPT,DFW,ERD,12895230.0,162,1
4737,7942,3738,Brownsville South Padre Island International Airport,3670,Dallas Fort Worth International Airport,29552,875745,BRO,DFW,BRO,DFW,CRJ ER4,12895230.0,162,2
4739,7943,3846,Baton Rouge Metropolitan Airport,3876,Charlotte Douglas International Airport,40102,1239201,BTR,CLT,BTR,CLT,CRJ,1745524.0,121,4
4740,7944,3846,Baton Rouge Metropolitan Airport,3670,Dallas Fort Worth International Airport,23243,716618,BTR,DFW,BTR,DFW,CRJ ERD ER4,12895230.0,162,4
4741,7944,3846,Baton Rouge Metropolitan Airport,3670,Dallas Fort Worth International Airport,23243,716618,BTR,DFW,BTR,DFW,ER4 ERD,12895230.0,162,4
4743,7945,3711,Burlington International Airport,3520,Ronald Reagan Washington National Airport,31228,833869,BTV,DCA,BTV,DCA,CRJ,10952482.0,93,10
4745,7946,3711,Burlington International Airport,3752,Philadelphia International Airport,23911,628997,BTV,PHL,BTV,PHL,E90,11936504.0,98,10
4747,7947,3820,Buffalo Niagara International Airport,3448,General Edward Lawrence Logan International Airport,24112,725144,BUF,BOS,BUF,BOS,E90,9177360.0,81,21
4748,7947,3820,Buffalo Niagara International Airport,3448,General Edward Lawrence Logan International Airport,24112,725144,BUF,BOS,BUF,BOS,CRJ,9177360.0,81,21
4749,7948,3820,Buffalo Niagara International Airport,3876,Charlotte Douglas International Airport,36526,1070133,BUF,CLT,BUF,CLT,320 319 737,1745524.0,121,21
4750,7948,3820,Buffalo Niagara International Airport,3876,Charlotte Douglas International Airport,36526,1070133,BUF,CLT,BUF,CLT,320 319 734,1745524.0,121,21
4752,7949,3820,Buffalo Niagara International Airport,3520,Ronald Reagan Washington National Airport,24703,619326,BUF,DCA,BUF,DCA,E70 CRJ E75,10952482.0,93,21
4753,7950,3820,Buffalo Niagara International Airport,3830,Chicago O'Hare International Airport,30335,891446,BUF,ORD,BUF,ORD,CR7 ER4 E75,19161134.0,165,21
4754,7950,3820,Buffalo Niagara International Airport,3830,Chicago O'Hare International Airport,30335,891446,BUF,ORD,BUF,ORD,739 738 320,19161134.0,165,21
4755,7950,3820,Buffalo Niagara International Airport,3830,Chicago O'Hare International Airport,30335,891446,BUF,ORD,BUF,ORD,CR7,19161134.0,165,21
4756,7951,3820,Buffalo Niagara International Airport,3752,Philadelphia International Airport,22069,649856,BUF,PHL,BUF,PHL,DH3,11936504.0,98,21
4757,7951,3820,Buffalo Niagara International Airport,3752,Philadelphia International Airport,22069,649856,BUF,PHL,BUF,PHL,CRJ E75 DH8 E70,11936504.0,98,21
4761,7954,3849,Baltimore/Washington International Thurgood Marshall Airport,3670,Dallas Fort Worth International Airport,72687,2223622,BWI,DFW,BWI,DFW,320,12895230.0,162,67
4763,7954,3849,Baltimore/Washington International Thurgood Marshall Airport,3670,Dallas Fort Worth International Airport,72687,2223622,BWI,DFW,BWI,DFW,M83 M80,12895230.0,162,67
4765,7955,3849,Baltimore/Washington International Thurgood Marshall Airport,3797,John F Kennedy International Airport,11880,336652,BWI,JFK,BWI,JFK,ERJ,38139592.0,72,67
4766,7955,3849,Baltimore/Washington International Thurgood Marshall Airport,3797,John F Kennedy International Airport,11880,336652,BWI,JFK,BWI,JFK,ER4,38139592.0,72,67
4768,7956,3849,Baltimore/Washington International Thurgood Marshall Airport,3576,Miami International Airport,56283,1756674,BWI,MIA,BWI,MIA,738,11094102.0,69,67
4770,7957,3849,Baltimore/Washington International Thurgood Marshall Airport,3830,Chicago O'Hare International Airport,39048,1156177,BWI,ORD,BWI,ORD,73G 738 320 739 319,19161134.0,165,67
4771,7957,3849,Baltimore/Washington International Thurgood Marshall Airport,3830,Chicago O'Hare International Airport,39048,1156177,BWI,ORD,BWI,ORD,E75 ER4 CR7,19161134.0,165,67
4772,7958,3849,Baltimore/Washington International Thurgood Marshall Airport,3752,Philadelphia International Airport,5642,158592,BWI,PHL,BWI,PHL,319 DH3 E90,11936504.0,98,67
4773,7958,3849,Baltimore/Washington International Thurgood Marshall Airport,3752,Philadelphia International Airport,5642,158592,BWI,PHL,BWI,PHL,319 E90,11936504.0,98,67
4774,7960,3561,Columbia Metropolitan Airport,3876,Charlotte Douglas International Airport,5913,168360,CAE,CLT,CAE,CLT,DH8,1745524.0,121,10
4775,7960,3561,Columbia Metropolitan Airport,3876,Charlotte Douglas International Airport,5913,168360,CAE,CLT,CAE,CLT,CRJ DH3,1745524.0,121,10
4777,7961,3561,Columbia Metropolitan Airport,3520,Ronald Reagan Washington National Airport,25499,784839,CAE,DCA,CAE,DCA,CRJ,10952482.0,93,10
4779,7962,3561,Columbia Metropolitan Airport,3670,Dallas Fort Worth International Airport,52644,1622364,CAE,DFW,CAE,DFW,ER4,12895230.0,162,10
4781,7963,3561,Columbia Metropolitan Airport,3752,Philadelphia International Airport,33056,993989,CAE,PHL,CAE,PHL,CRJ,11936504.0,98,10
4782,7964,4112,Akron Canton Regional Airport,3876,Charlotte Douglas International Airport,25560,753821,CAK,CLT,CAK,CLT,CR7 CRJ,1745524.0,121,11
4783,7964,4112,Akron Canton Regional Airport,3876,Charlotte Douglas International Airport,25560,753821,CAK,CLT,CAK,CLT,CRJ CR7,1745524.0,121,11
4785,7965,4112,Akron Canton Regional Airport,3520,Ronald Reagan Washington National Airport,20322,581097,CAK,DCA,CAK,DCA,CRJ,10952482.0,93,11
4787,7966,4112,Akron Canton Regional Airport,3752,Philadelphia International Airport,23192,684260,CAK,PHL,CAK,PHL,CRJ,11936504.0,98,11
4788,7967,3578,Lovell Field,3876,Charlotte Douglas International Airport,18301,545370,CHA,CLT,CHA,CLT,CRJ DH8,1745524.0,121,8
4789,7967,3578,Lovell Field,3876,Charlotte Douglas International Airport,18301,545370,CHA,CLT,CHA,CLT,CRJ DH3,1745524.0,121,8
4791,7968,3578,Lovell Field,3520,Ronald Reagan Washington National Airport,31237,949785,CHA,DCA,CHA,DCA,CRJ,10952482.0,93,8
