,Unnamed: 0,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters,SRCIATA,DESTINIATA,SRC_AIRPT,DESTN_AIRPT,EQPT,Population,Incoming,Outgoing
1812,5014,3878,Orlando International Airport,4112,Akron Canton Regional Airport,52725,1615688,MCO,CAK,MCO,CAK,717,699935.0,14,105
1814,5014,3878,Orlando International Airport,4112,Akron Canton Regional Airport,52725,1615688,MCO,CAK,MCO,CAK,73C 73W,699935.0,14,105
1816,5015,3878,Orlando International Airport,3876,Charlotte Douglas International Airport,27817,872419,MCO,CLT,MCO,CLT,321 757 767 319,1745524.0,121,105
1820,5015,3878,Orlando International Airport,3876,Charlotte Douglas International Airport,27817,872419,MCO,CLT,MCO,CLT,321 752 762 319,1745524.0,121,105
1822,5015,3878,Orlando International Airport,3876,Charlotte Douglas International Airport,27817,872419,MCO,CLT,MCO,CLT,73W,1745524.0,121,105
1826,5019,3878,Orlando International Airport,3857,Long Island Mac Arthur Airport,60734,1840491,MCO,ISP,MCO,ISP,73W,,11,105
1828,5026,3878,Orlando International Airport,3611,Norfolk International Airport,40423,1252421,MCO,ORF,MCO,ORF,CR7,,21,105
1830,5026,3878,Orlando International Airport,3611,Norfolk International Airport,40423,1252421,MCO,ORF,MCO,ORF,717,,21,105
1832,5026,3878,Orlando International Airport,3611,Norfolk International Airport,40423,1252421,MCO,ORF,MCO,ORF,73W,,21,105
1834,5027,3878,Orlando International Airport,3752,Philadelphia International Airport,51615,1594243,MCO,PHL,MCO,PHL,321 767 757 320 332,11936504.0,98,105
1836,5027,3878,Orlando International Airport,3752,Philadelphia International Airport,51615,1594243,MCO,PHL,MCO,PHL,73W,11936504.0,98,105
1838,5027,3878,Orlando International Airport,3752,Philadelphia International Airport,51615,1594243,MCO,PHL,MCO,PHL,321 762 752 320 332,11936504.0,98,105
1840,5027,3878,Orlando International Airport,3752,Philadelphia International Airport,51615,1594243,MCO,PHL,MCO,PHL,73W 733,11936504.0,98,105
1842,5029,3878,Orlando International Airport,3570,Pittsburgh International Airport,52489,1591582,MCO,PIT,MCO,PIT,CR9,2354957.0,37,105
1844,5029,3878,Orlando International Airport,3570,Pittsburgh International Airport,52489,1591582,MCO,PIT,MCO,PIT,717,2354957.0,37,105
1846,5029,3878,Orlando International Airport,3570,Pittsburgh International Airport,52489,1591582,MCO,PIT,MCO,PIT,73W,2354957.0,37,105
1848,5030,3878,Orlando International Airport,3641,Theodore Francis Green State Airport,66820,2030262,MCO,PVD,MCO,PVD,320,1600642.0,19,105
1850,5030,3878,Orlando International Airport,3641,Theodore Francis Green State Airport,66820,2030262,MCO,PVD,MCO,PVD,73W 733,1600642.0,19,105
1852,5030,3878,Orlando International Airport,3641,Theodore Francis Green State Airport,66820,2030262,MCO,PVD,MCO,PVD,73C 733 73W 73H,1600642.0,19,105
1854,5031,3878,Orlando International Airport,3626,Raleigh Durham International Airport,31742,1003447,MCO,RDU,MCO,RDU,CR9,1125827.0,41,105
1856,5031,3878,Orlando International Airport,3626,Raleigh Durham International Airport,31742,1003447,MCO,RDU,MCO,RDU,73C,1125827.0,41,105
1858,5031,3878,Orlando International Airport,3626,Raleigh Durham International Airport,31742,1003447,MCO,RDU,MCO,RDU,73W 733 73C,1125827.0,41,105
1862,5045,3747,Chicago Midway International Airport,3806,Charleston Air Force Base-International Airport,50390,1463056,MDW,CHS,MDW,CHS,73W,659191.0,26,73
1863,5049,3747,Chicago Midway International Airport,1852,Cancún International Airport,177924,4567448,MDW,CUN,MDW,CUN,73G,,32,73
1864,5096,3473,Memphis International Airport,3877,McCarran International Airport,81678,2557035,MEM,LAS,MEM,LAS,738,1902834.0,126,31
1865,5096,3473,Memphis International Airport,3877,McCarran International Airport,81678,2557035,MEM,LAS,MEM,LAS,73C,1902834.0,126,31
1866,5102,4011,Manchester-Boston Regional Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,75433,2281059,MHT,MSP,MHT,MSP,73H,3269814.0,124,13
1867,5107,3717,General Mitchell International Airport,1852,Cancún International Airport,181757,4691798,MKE,CUN,MKE,CUN,73G,,32,30
1868,5129,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,3453,Metropolitan Oakland International Airport,103152,3175819,MSP,OAK,MSP,OAK,73W,4317853.0,28,124
1872,5134,3861,Louis Armstrong New Orleans International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,59116,1815872,MSY,BWI,MSY,BWI,73W,2690886.0,70,48
1873,5149,3453,Metropolitan Oakland International Airport,3759,John Glenn Columbus International Airport,127145,3929274,OAK,CMH,OAK,CMH,73W,1801848.0,34,29
1874,5154,3453,Metropolitan Oakland International Airport,3863,Will Rogers World Airport,83986,2586283,OAK,OKC,OAK,OKC,73W,1227278.0,22,29
1875,5165,3454,Eppley Airfield,3731,San Diego International Airport,83936,2605126,OMA,SAN,OMA,SAN,73W,3053793.0,52,19
1876,5177,3720,Portland International Airport,3863,Will Rogers World Airport,99080,3080368,PDX,OKC,PDX,OKC,733,1227278.0,22,53
1877,5181,3752,Philadelphia International Airport,3457,Wichita Eisenhower National Airport,70942,2143908,PHL,ICT,PHL,ICT,73C,612683.0,12,100
1878,5204,3641,Theodore Francis Green State Airport,3877,McCarran International Airport,141766,4350928,PVD,LAS,PVD,LAS,73H,1902834.0,126,17
1879,5207,3641,Theodore Francis Green State Airport,3731,San Diego International Airport,156639,4750894,PVD,SAN,PVD,SAN,73W,3053793.0,52,17
1880,5208,3641,Theodore Francis Green State Airport,3536,Salt Lake City International Airport,123915,3777535,PVD,SLC,PVD,SLC,73H,1130293.0,89,17
1881,5209,3862,Portland International Jetport Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,28227,815910,PWM,BWI,PWM,BWI,73W,2690886.0,70,2
1882,5235,3731,San Diego International Airport,4014,Louisville International Standiford Field,109077,3345282,SAN,SDF,SAN,SDF,73W,,23,51
1883,5239,3621,San Antonio International Airport,1852,Cancún International Airport,114568,2671455,SAT,CUN,SAT,CUN,73G,,32,35
1884,5247,3621,San Antonio International Airport,1824,Licenciado Benito Juarez International Airport,54989,1387361,SAT,MEX,SAT,MEX,320,,21,35
1886,5247,3621,San Antonio International Airport,1824,Licenciado Benito Juarez International Airport,54989,1387361,SAT,MEX,SAT,MEX,EMJ,,21,35
1887,5247,3621,San Antonio International Airport,1824,Licenciado Benito Juarez International Airport,54989,1387361,SAT,MEX,SAT,MEX,73G,,21,35
1888,5262,3577,Seattle Tacoma International Airport,3731,San Diego International Airport,68607,2006149,SEA,SAN,SEA,SAN,737,3053793.0,52,74
1890,5262,3577,Seattle Tacoma International Airport,3731,San Diego International Airport,68607,2006149,SEA,SAN,SEA,SAN,73H 73J 734 739 73G,3053793.0,52,74
1891,5262,3577,Seattle Tacoma International Airport,3731,San Diego International Airport,68607,2006149,SEA,SAN,SEA,SAN,73C,3053793.0,52,74
1892,5269,3469,San Francisco International Airport,3611,Norfolk International Airport,155881,4794663,SFO,ORF,SFO,ORF,73W,,21,82
1893,5277,3536,Salt Lake City International Airport,4011,Manchester-Boston Regional Airport,125696,3862820,SLC,MHT,SLC,MHT,73W,405906.0,13,88
1894,5281,3536,Salt Lake City International Airport,3636,Tucson International Airport,42568,1267329,SLC,TUS,SLC,TUS,CRJ,1020200.0,16,88
1895,5281,3536,Salt Lake City International Airport,3636,Tucson International Airport,42568,1267329,SLC,TUS,SLC,TUS,73W,1020200.0,16,88
1896,5291,3867,John Wayne Airport-Orange County Airport,1824,Licenciado Benito Juarez International Airport,114666,2933372,SNA,MEX,SNA,MEX,320,,21,21
1897,5291,3867,John Wayne Airport-Orange County Airport,1824,Licenciado Benito Juarez International Airport,114666,2933372,SNA,MEX,SNA,MEX,73G,,21,21
1898,5295,3867,John Wayne Airport-Orange County Airport,1840,Los Cabos International Airport,76568,1858285,SNA,SJD,SNA,SJD,73G,,14,21
1902,5324,3646,Tampa International Airport,4112,Akron Canton Regional Airport,56102,1689936,TPA,CAK,TPA,CAK,717,699935.0,14,66
1903,5336,3646,Tampa International Airport,3720,Portland International Airport,158844,4919714,TPA,PDX,TPA,PDX,73H,2241841.0,53,66
1904,5342,3646,Tampa International Airport,3577,Seattle Tacoma International Airport,162207,4995059,TPA,SEA,TPA,SEA,73W,6815696.0,77,66
1905,5348,3636,Tucson International Airport,3748,Norman Y. Mineta San Jose International Airport,44645,1340115,TUS,SJC,TUS,SJC,73W,1839700.0,25,17
1906,5349,4355,Lehigh Valley International Airport,3515,Myrtle Beach International Airport,35261,1010645,ABE,MYR,ABE,MYR,M80,263868.0,22,9
1907,5350,4355,Lehigh Valley International Airport,7056,Charlotte County Airport,63193,1913716,ABE,PGD,ABE,PGD,M80,156952.0,17,9
1908,5351,4355,Lehigh Valley International Airport,3617,St Petersburg Clearwater International Airport,59308,1785976,ABE,PIE,ABE,PIE,M80 320,,30,9
1909,5352,4355,Lehigh Valley International Airport,4167,Orlando Sanford International Airport,54177,1650556,ABE,SFB,ABE,SFB,320 M80,2082421.0,45,9
1910,5353,4047,Appleton International Airport,6505,Phoenix-Mesa-Gateway Airport,98279,2868499,ATW,AZA,ATW,AZA,M80,4364094.0,32,7
1911,5354,4047,Appleton International Airport,3877,McCarran International Airport,94846,2925202,ATW,LAS,ATW,LAS,M80,1902834.0,126,7
1912,5355,4047,Appleton International Airport,4167,Orlando Sanford International Airport,72182,2216423,ATW,SFB,ATW,SFB,320,2082421.0,45,7
1913,5357,4007,Asheville Regional Airport,3533,Fort Lauderdale Hollywood International Airport,38509,1220853,AVL,FLL,AVL,FLL,M80,5547051.0,73,8
1914,5358,4007,Asheville Regional Airport,7056,Charlotte County Airport,37744,1159867,AVL,PGD,AVL,PGD,M80,156952.0,17,8
1915,5359,4007,Asheville Regional Airport,3617,St Petersburg Clearwater International Airport,33859,1032127,AVL,PIE,AVL,PIE,320,,30,8
1916,5360,4007,Asheville Regional Airport,4167,Orlando Sanford International Airport,28729,896707,AVL,SFB,AVL,SFB,M80,2082421.0,45,8
1917,5361,4286,Wilkes Barre Scranton International Airport,4167,Orlando Sanford International Airport,55788,1708215,AVP,SFB,AVP,SFB,M80,2082421.0,45,6
1918,5362,6505,Phoenix-Mesa-Gateway Airport,4047,Appleton International Airport,97986,2872162,AZA,ATW,AZA,ATW,M80,221894.0,7,32
1919,5363,6505,Phoenix-Mesa-Gateway Airport,4021,Billings Logan International Airport,68570,2008517,AZA,BIL,AZA,BIL,319,154553.0,12,32
1920,5364,6505,Phoenix-Mesa-Gateway Airport,4083,Bismarck Municipal Airport,82649,2492545,AZA,BIS,AZA,BIS,M80,106286.0,5,32
1921,5365,6505,Phoenix-Mesa-Gateway Airport,3777,Bellingham International Airport,84087,2488018,AZA,BLI,AZA,BLI,M80,200434.0,8,32
1922,5366,6505,Phoenix-Mesa-Gateway Airport,4020,Gallatin Field,60857,1782657,AZA,BZN,AZA,BZN,M80,90343.0,7,32
1923,5367,6505,Phoenix-Mesa-Gateway Airport,4043,The Eastern Iowa Airport,82568,2436041,AZA,CID,AZA,CID,M80 319,256324.0,11,32
1924,5368,6505,Phoenix-Mesa-Gateway Airport,3598,Duluth International Airport,97051,2882698,AZA,DLH,AZA,DLH,M80,276368.0,4,32
1925,5369,6505,Phoenix-Mesa-Gateway Airport,4099,Mahlon Sweet Field,69027,2043401,AZA,EUG,AZA,EUG,M80,351109.0,9,32
1926,5370,6505,Phoenix-Mesa-Gateway Airport,4292,Hector International Airport,89251,2645656,AZA,FAR,AZA,FAR,M80 319,200102.0,10,32
1927,5371,6505,Phoenix-Mesa-Gateway Airport,4009,Joe Foss Field Airport,78020,2265845,AZA,FSD,AZA,FSD,M80 319,238122.0,9,32
1928,5372,6505,Phoenix-Mesa-Gateway Airport,4041,Fort Wayne International Airport,95222,2910819,AZA,FWA,AZA,FWA,319,414315.0,10,32
1929,5373,6505,Phoenix-Mesa-Gateway Airport,3442,Grand Forks International Airport,93279,2770626,AZA,GFK,AZA,GFK,M80,97190.0,5,32
1930,5374,6505,Phoenix-Mesa-Gateway Airport,5740,Central Nebraska Regional Airport,63766,1869362,AZA,GRI,AZA,GRI,M80,71596.0,3,32
1931,5375,6505,Phoenix-Mesa-Gateway Airport,3685,Gerald R. Ford International Airport,99609,3053461,AZA,GRR,AZA,GRR,319,778009.0,20,32
1932,5376,6505,Phoenix-Mesa-Gateway Airport,3880,Great Falls International Airport,66866,2035789,AZA,GTF,AZA,GTF,M80,82178.0,7,32
1933,5377,6505,Phoenix-Mesa-Gateway Airport,3457,Wichita Eisenhower National Airport,55987,1602876,AZA,ICT,AZA,ICT,M80,612683.0,12,32
1934,5378,6505,Phoenix-Mesa-Gateway Airport,4100,Idaho Falls Regional Airport,48775,1467265,AZA,IDA,AZA,IDA,M80,126131.0,4,32
1935,5379,6505,Phoenix-Mesa-Gateway Airport,3877,McCarran International Airport,18463,533131,AZA,LAS,AZA,LAS,M80,1902834.0,126,32
1936,5380,6505,Phoenix-Mesa-Gateway Airport,4072,Quad City International Airport,85214,2519413,AZA,MLI,AZA,MLI,319,,10,32
1937,5381,6505,Phoenix-Mesa-Gateway Airport,3498,Minot International Airport,87267,2611122,AZA,MOT,AZA,MOT,M80,64412.0,4,32
1938,5382,6505,Phoenix-Mesa-Gateway Airport,4216,Missoula International Airport,64680,1975958,AZA,MSO,AZA,MSO,M80,108623.0,7,32
1939,5383,6505,Phoenix-Mesa-Gateway Airport,3453,Metropolitan Oakland International Airport,41322,1235365,AZA,OAK,AZA,OAK,M80,4317853.0,28,32
1940,5384,6505,Phoenix-Mesa-Gateway Airport,9543,Ogden Hinckley Airport,40178,1178280,AZA,OGD,AZA,OGD,319,541569.0,1,32
1941,5385,6505,Phoenix-Mesa-Gateway Airport,4046,General Wayne A. Downing Peoria International Airport,84990,2606908,AZA,PIA,AZA,PIA,M80,375865.0,10,32
1942,5386,6505,Phoenix-Mesa-Gateway Airport,6133,Tri Cities Airport,99819,3064093,AZA,PSC,AZA,PSC,M80,,8,32
1943,5387,6505,Phoenix-Mesa-Gateway Airport,7579,Provo Municipal Airport,36355,1058246,AZA,PVU,AZA,PVU,319,555551.0,3,32
1944,5388,6505,Phoenix-Mesa-Gateway Airport,4087,Rapid City Regional Airport,66205,1948546,AZA,RAP,AZA,RAP,M80,124766.0,7,32
1945,5389,6505,Phoenix-Mesa-Gateway Airport,4028,Chicago Rockford International Airport,91178,2794352,AZA,RFD,AZA,RFD,319,353722.0,5,32
1946,5390,6505,Phoenix-Mesa-Gateway Airport,4048,Rochester International Airport,86627,2565133,AZA,RST,AZA,RST,319,185618.0,3,32
1947,5391,6505,Phoenix-Mesa-Gateway Airport,4359,South Bend Regional Airport,95130,2903055,AZA,SBN,AZA,SBN,M80,317538.0,9,32
1948,5392,6505,Phoenix-Mesa-Gateway Airport,4348,Springfield Branson National Airport,64873,1980016,AZA,SGF,AZA,SGF,M80,430900.0,9,32
1949,5393,6505,Phoenix-Mesa-Gateway Airport,4271,St Cloud Regional Airport,91547,2624190,AZA,STC,AZA,STC,319,189148.0,2,32
1950,5394,3463,Bangor International Airport,3617,St Petersburg Clearwater International Airport,85210,2555193,BGR,PIE,BGR,PIE,320,,30,6
1951,5395,3463,Bangor International Airport,4167,Orlando Sanford International Airport,80080,2419774,BGR,SFB,BGR,SFB,320,2082421.0,45,6
1952,5396,4021,Billings Logan International Airport,6505,Phoenix-Mesa-Gateway Airport,68292,2004675,BIL,AZA,BIL,AZA,319,4364094.0,32,12
1953,5397,4021,Billings Logan International Airport,3877,McCarran International Airport,51777,1576280,BIL,LAS,BIL,LAS,M80,1902834.0,126,12
1954,5398,4083,Bismarck Municipal Airport,6505,Phoenix-Mesa-Gateway Airport,82904,2492069,BIS,AZA,BIS,AZA,M80,4364094.0,32,5
1955,5399,4083,Bismarck Municipal Airport,3877,McCarran International Airport,70747,2169808,BIS,LAS,BIS,LAS,M80,1902834.0,126,5
1956,5400,4083,Bismarck Municipal Airport,4167,Orlando Sanford International Airport,104490,3246820,BIS,SFB,BIS,SFB,320,2082421.0,45,5
1957,5401,3777,Bellingham International Airport,6505,Phoenix-Mesa-Gateway Airport,84287,2472822,BLI,AZA,BLI,AZA,M80,4364094.0,32,8
1958,5402,3777,Bellingham International Airport,3877,McCarran International Airport,66437,1949096,BLI,LAS,BLI,LAS,73H,1902834.0,126,8
1959,5402,3777,Bellingham International Airport,3877,McCarran International Airport,66437,1949096,BLI,LAS,BLI,LAS,M80 757,1902834.0,126,8
1960,5403,3777,Bellingham International Airport,3484,Los Angeles International Airport,68032,1984056,BLI,LAX,BLI,LAX,M80,25749594.0,106,8
1961,5404,3777,Bellingham International Airport,3453,Metropolitan Oakland International Airport,50178,1453330,BLI,OAK,BLI,OAK,M80,4317853.0,28,8
1962,5405,3777,Bellingham International Airport,3839,Palm Springs International Airport,73526,2155226,BLI,PSP,BLI,PSP,M80,,17,8
1963,5406,3777,Bellingham International Airport,3731,San Diego International Airport,74361,2169348,BLI,SAN,BLI,SAN,M80,3053793.0,52,8
1964,5407,3790,Scott AFB/Midamerica Airport,4167,Orlando Sanford International Airport,51871,1598402,BLV,SFB,BLV,SFB,M80,2082421.0,45,1
1965,5408,4037,Central Illinois Regional Airport at Bloomington-Normal,4167,Orlando Sanford International Airport,58796,1813660,BMI,SFB,BMI,SFB,320,2082421.0,45,8
1966,5410,3711,Burlington International Airport,4167,Orlando Sanford International Airport,73897,2173401,BTV,SFB,BTV,SFB,M80,2082421.0,45,10
1967,5411,4020,Gallatin Field,6505,Phoenix-Mesa-Gateway Airport,60592,1780100,BZN,AZA,BZN,AZA,M80,4364094.0,32,7
1968,5412,4020,Gallatin Field,3877,McCarran International Airport,44078,1351705,BZN,LAS,BZN,LAS,M80,1902834.0,126,7
1969,5413,3578,Lovell Field,3617,St Petersburg Clearwater International Airport,30258,945412,CHA,PIE,CHA,PIE,320,,30,8
1970,5414,3578,Lovell Field,4167,Orlando Sanford International Airport,29920,929277,CHA,SFB,CHA,SFB,M80,2082421.0,45,8
1971,5415,4043,The Eastern Iowa Airport,6505,Phoenix-Mesa-Gateway Airport,82907,2432827,CID,AZA,CID,AZA,M80 319,4364094.0,32,11
1972,5416,4043,The Eastern Iowa Airport,3877,McCarran International Airport,79473,2489530,CID,LAS,CID,LAS,M80,1902834.0,126,11
1973,5417,4043,The Eastern Iowa Airport,7056,Charlotte County Airport,72617,2226653,CID,PGD,CID,PGD,M80,156952.0,17,11
1974,5418,4043,The Eastern Iowa Airport,3617,St Petersburg Clearwater International Airport,68732,2098913,CID,PIE,CID,PIE,320,,30,11
1975,5419,4043,The Eastern Iowa Airport,4167,Orlando Sanford International Airport,68394,2082778,CID,SFB,CID,SFB,M80,2082421.0,45,11
1976,5420,5730,North Central West Virginia Airport,4167,Orlando Sanford International Airport,45837,1378068,CKB,SFB,CKB,SFB,320,2082421.0,45,3
1977,5421,3819,City of Colorado Springs Municipal Airport,3877,McCarran International Airport,42876,1329698,COS,LAS,COS,LAS,M80,1902834.0,126,11
1978,5422,3872,Casper-Natrona County International Airport,3877,McCarran International Airport,42897,1340913,CPR,LAS,CPR,LAS,M80,1902834.0,126,3
1979,5423,3488,Cincinnati Northern Kentucky International Airport,7056,Charlotte County Airport,51930,1624618,CVG,PGD,CVG,PGD,M80,156952.0,17,45
1980,5424,3488,Cincinnati Northern Kentucky International Airport,4167,Orlando Sanford International Airport,47708,1480743,CVG,SFB,CVG,SFB,320,2082421.0,45,45
1981,5425,3598,Duluth International Airport,6505,Phoenix-Mesa-Gateway Airport,97396,2875235,DLH,AZA,DLH,AZA,M80,4364094.0,32,4
1982,5426,3598,Duluth International Airport,3877,McCarran International Airport,93963,2931937,DLH,LAS,DLH,LAS,M80,1902834.0,126,4
1983,5428,3729,Des Moines International Airport,7056,Charlotte County Airport,76977,2340391,DSM,PGD,DSM,PGD,M80,156952.0,17,17
1984,5429,3729,Des Moines International Airport,3617,St Petersburg Clearwater International Airport,73092,2212651,DSM,PIE,DSM,PIE,M80,,30,17
1985,5430,3729,Des Moines International Airport,4167,Orlando Sanford International Airport,72754,2196516,DSM,SFB,DSM,SFB,M80,2082421.0,45,17
1986,5431,3946,Elmira Corning Regional Airport,3617,St Petersburg Clearwater International Airport,65163,1945815,ELM,PIE,ELM,PIE,M80,,30,5
1987,5432,3946,Elmira Corning Regional Airport,4167,Orlando Sanford International Airport,60032,1810395,ELM,SFB,ELM,SFB,320 M80,2082421.0,45,5
1988,5433,4099,Mahlon Sweet Field,6505,Phoenix-Mesa-Gateway Airport,69269,2049090,EUG,AZA,EUG,AZA,M80,4364094.0,32,9
1989,5434,4099,Mahlon Sweet Field,3877,McCarran International Airport,51825,1423205,EUG,LAS,EUG,LAS,M80,1902834.0,126,9
1990,5436,4099,Mahlon Sweet Field,3453,Metropolitan Oakland International Airport,30393,871655,EUG,OAK,EUG,OAK,M80,4317853.0,28,9
1991,5437,4292,Hector International Airport,6505,Phoenix-Mesa-Gateway Airport,89657,2644502,FAR,AZA,FAR,AZA,M80 319,4364094.0,32,10
1992,5438,4292,Hector International Airport,3877,McCarran International Airport,80231,2478275,FAR,LAS,FAR,LAS,M80,1902834.0,126,10
1993,5439,4292,Hector International Airport,3617,St Petersburg Clearwater International Airport,95207,2960470,FAR,PIE,FAR,PIE,M80,,30,10
1994,5440,4292,Hector International Airport,4167,Orlando Sanford International Airport,94869,2944335,FAR,SFB,FAR,SFB,320,2082421.0,45,10
1995,5442,4127,Glacier Park International Airport,3877,McCarran International Airport,54852,1715695,FCA,LAS,FCA,LAS,M80,1902834.0,126,5
1996,5443,3533,Fort Lauderdale Hollywood International Airport,4007,Asheville Regional Airport,38842,1221802,FLL,AVL,FLL,AVL,M80,412672.0,8,79
1997,5444,3533,Fort Lauderdale Hollywood International Airport,4034,Greenville Spartanburg International Airport,36690,1157172,FLL,GSP,FLL,GSP,M80,639617.0,20,79
1998,5445,3533,Fort Lauderdale Hollywood International Airport,4017,Blue Grass Airport,53577,1667320,FLL,LEX,FLL,LEX,M80,470849.0,13,79
1999,5447,3533,Fort Lauderdale Hollywood International Airport,3676,McGhee Tyson Airport,44179,1385741,FLL,TYS,FLL,TYS,M80,699247.0,17,79
2000,5448,4009,Joe Foss Field Airport,6505,Phoenix-Mesa-Gateway Airport,78505,2265143,FSD,AZA,FSD,AZA,M80 319,4364094.0,32,9
2001,5449,4009,Joe Foss Field Airport,3877,McCarran International Airport,73733,2222850,FSD,LAS,FSD,LAS,M80,1902834.0,126,9
2002,5450,4009,Joe Foss Field Airport,3617,St Petersburg Clearwater International Airport,85514,2638334,FSD,PIE,FSD,PIE,320,,30,9
2003,5451,4009,Joe Foss Field Airport,4167,Orlando Sanford International Airport,85176,2622199,FSD,SFB,FSD,SFB,320,2082421.0,45,9
2004,5452,4041,Fort Wayne International Airport,6505,Phoenix-Mesa-Gateway Airport,95921,2913806,FWA,AZA,FWA,AZA,319,4364094.0,32,10
2005,5453,4041,Fort Wayne International Airport,3515,Myrtle Beach International Airport,43761,1200980,FWA,MYR,FWA,MYR,M80,263868.0,22,10
2006,5454,4041,Fort Wayne International Airport,7056,Charlotte County Airport,62538,1933052,FWA,PGD,FWA,PGD,M80,156952.0,17,10
2007,5455,4041,Fort Wayne International Airport,3617,St Petersburg Clearwater International Airport,58653,1805311,FWA,PIE,FWA,PIE,M80 320,,30,10
2008,5456,4041,Fort Wayne International Airport,4167,Orlando Sanford International Airport,58315,1789176,FWA,SFB,FWA,SFB,M80,2082421.0,45,10
2009,5457,3442,Grand Forks International Airport,6505,Phoenix-Mesa-Gateway Airport,93614,2768396,GFK,AZA,GFK,AZA,M80,4364094.0,32,5
2010,5458,3442,Grand Forks International Airport,3877,McCarran International Airport,83510,2556421,GFK,LAS,GFK,LAS,M80,1902834.0,126,5
2011,5459,3442,Grand Forks International Airport,4167,Orlando Sanford International Airport,98826,3068229,GFK,SFB,GFK,SFB,320,2082421.0,45,5
2012,5460,4063,Grand Junction Regional Airport,3877,McCarran International Airport,26313,834199,GJT,LAS,GJT,LAS,M80,1902834.0,126,6
2013,5461,5740,Central Nebraska Regional Airport,6505,Phoenix-Mesa-Gateway Airport,64005,1865914,GRI,AZA,GRI,AZA,M80,4364094.0,32,3
2014,5462,5740,Central Nebraska Regional Airport,3877,McCarran International Airport,60025,1871152,GRI,LAS,GRI,LAS,M80,1902834.0,126,3
2015,5463,3685,Gerald R. Ford International Airport,6505,Phoenix-Mesa-Gateway Airport,100131,3055309,GRR,AZA,GRR,AZA,319,4364094.0,32,20
2016,5464,3685,Gerald R. Ford International Airport,3877,McCarran International Airport,99455,3096555,GRR,LAS,GRR,LAS,M80,1902834.0,126,20
2017,5465,3685,Gerald R. Ford International Airport,3617,St Petersburg Clearwater International Airport,66571,2040042,GRR,PIE,GRR,PIE,320,,30,20
2018,5466,3685,Gerald R. Ford International Airport,4167,Orlando Sanford International Airport,66234,2023907,GRR,SFB,GRR,SFB,M80,2082421.0,45,20
2019,5467,4008,Piedmont Triad International Airport,3617,St Petersburg Clearwater International Airport,36403,1079312,GSO,PIE,GSO,PIE,320,,30,14
2020,5468,4008,Piedmont Triad International Airport,4167,Orlando Sanford International Airport,31273,943893,GSO,SFB,GSO,SFB,M80,2082421.0,45,14
2021,5469,4034,Greenville Spartanburg International Airport,3533,Fort Lauderdale Hollywood International Airport,36363,1155904,GSP,FLL,GSP,FLL,M80,5547051.0,73,20
2022,5470,4034,Greenville Spartanburg International Airport,7056,Charlotte County Airport,35599,1094918,GSP,PGD,GSP,PGD,M80,156952.0,17,20
2023,5471,4034,Greenville Spartanburg International Airport,3617,St Petersburg Clearwater International Airport,31714,967178,GSP,PIE,GSP,PIE,M80 320,,30,20
2024,5472,4034,Greenville Spartanburg International Airport,4167,Orlando Sanford International Airport,26583,831758,GSP,SFB,GSP,SFB,320,2082421.0,45,20
2025,5473,3880,Great Falls International Airport,6505,Phoenix-Mesa-Gateway Airport,66429,2031424,GTF,AZA,GTF,AZA,M80,4364094.0,32,7
2026,5474,3880,Great Falls International Airport,3877,McCarran International Airport,49914,1603029,GTF,LAS,GTF,LAS,M80,1902834.0,126,7
2027,5475,6739,Hagerstown Regional Richard A Henson Field,4167,Orlando Sanford International Airport,46713,1445237,HGR,SFB,HGR,SFB,M80,2082421.0,45,2
2028,5476,3630,Niagara Falls International Airport,7056,Charlotte County Airport,72613,2181411,IAG,PGD,IAG,PGD,M80,156952.0,17,5
2029,5477,3630,Niagara Falls International Airport,3617,St Petersburg Clearwater International Airport,68728,2053671,IAG,PIE,IAG,PIE,M80,,30,5
2030,5478,3630,Niagara Falls International Airport,4167,Orlando Sanford International Airport,63598,1918251,IAG,SFB,IAG,SFB,320,2082421.0,45,5
2031,5479,3457,Wichita Eisenhower National Airport,6505,Phoenix-Mesa-Gateway Airport,56427,1603483,ICT,AZA,ICT,AZA,M80,4364094.0,32,11
2032,5481,4100,Idaho Falls Regional Airport,6505,Phoenix-Mesa-Gateway Airport,48465,1463996,IDA,AZA,IDA,AZA,M80,4364094.0,32,4
2033,5482,4100,Idaho Falls Regional Airport,3877,McCarran International Airport,31951,1035600,IDA,LAS,IDA,LAS,M80,1902834.0,126,4
2034,5483,3857,Long Island Mac Arthur Airport,7056,Charlotte County Airport,68944,2060689,ISP,PGD,ISP,PGD,M80,156952.0,17,10
2035,5484,3544,Capital City Airport,4167,Orlando Sanford International Airport,45332,1402757,LAN,SFB,LAN,SFB,M80,2082421.0,45,6
2036,5485,3877,McCarran International Airport,4047,Appleton International Airport,94806,2927950,LAS,ATW,LAS,ATW,M80,221894.0,7,130
2037,5487,3877,McCarran International Airport,6505,Phoenix-Mesa-Gateway Airport,18570,537372,LAS,AZA,LAS,AZA,M80,4364094.0,32,130
