,og_index,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters
1813,6123,3720,Portland International Airport,3830,Chicago O'Hare International Airport,109664,3400993
1814,6124,3720,Portland International Airport,3752,Philadelphia International Airport,150013,4614133
1815,6125,3720,Portland International Airport,3462,Phoenix Sky Harbor International Airport,71684,2044743
1816,6126,3720,Portland International Airport,3731,San Diego International Airport,60379,1759171
1817,6127,3720,Portland International Airport,3469,San Francisco International Airport,36663,1055264
1818,6128,3720,Portland International Airport,3748,Norman Y. Mineta San Jose International Airport,37739,1084899
1819,6129,3720,Portland International Airport,3867,John Wayne Airport-Orange County Airport,55811,1635314
1820,6130,3720,Portland International Airport,156,Vancouver International Airport,17841,500141
1821,6137,6959,Pitt Greenville Airport,3876,Charlotte Douglas International Airport,13506,407744
1822,6138,3633,Newport News Williamsburg International Airport,3876,Charlotte Douglas International Airport,18850,573339
1823,6139,3633,Newport News Williamsburg International Airport,3752,Philadelphia International Airport,16661,477139
1824,6140,3752,Philadelphia International Airport,4355,Lehigh Valley International Airport,4430,119718
1825,6141,3752,Philadelphia International Airport,3864,Albany International Airport,13923,403329
1826,6142,3752,Philadelphia International Airport,580,Amsterdam Airport Schiphol,\N,\N
1827,6143,3752,Philadelphia International Airport,3838,Watertown International Airport,18550,540764
1828,6144,3752,Philadelphia International Airport,3941,Eleftherios Venizelos International Airport,\N,\N
1829,6145,3752,Philadelphia International Airport,3682,Hartsfield Jackson Atlanta International Airport,42256,1250896
1830,6146,3752,Philadelphia International Airport,2895,Queen Beatrix International Airport,\N,\N
1831,6147,3752,Philadelphia International Airport,3673,Austin Bergstrom International Airport,87325,2667247
1832,6148,3752,Philadelphia International Airport,4286,Wilkes Barre Scranton International Airport,7062,201557
1833,6149,3752,Philadelphia International Airport,1218,Barcelona International Airport,\N,\N
1834,6150,3752,Philadelphia International Airport,4069,L.F. Wade International International Airport,\N,\N
1835,6151,3752,Philadelphia International Airport,3825,Bradley International Airport,13559,372221
1836,6152,3752,Philadelphia International Airport,4129,Greater Binghamton/Edwin A Link field,11435,323430
1837,6153,3752,Philadelphia International Airport,3463,Bangor International Airport,30012,873856
1838,6154,3752,Philadelphia International Airport,3811,Birmingham-Shuttlesworth International Airport,46216,1396596
1839,6155,3752,Philadelphia International Airport,3690,Nashville International Airport,41917,1266111
1840,6156,3752,Philadelphia International Airport,3448,General Edward Lawrence Logan International Airport,18191,509670
1841,6157,3752,Philadelphia International Airport,302,Brussels Airport,\N,\N
1842,6158,3752,Philadelphia International Airport,3711,Burlington International Airport,23787,630496
1843,6159,3752,Philadelphia International Airport,3820,Buffalo Niagara International Airport,22053,647848
1844,6160,3752,Philadelphia International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,5815,161734
1845,6161,3752,Philadelphia International Airport,3561,Columbia Metropolitan Airport,33366,995861
1846,6162,3752,Philadelphia International Airport,4112,Akron Canton Regional Airport,23221,686378
1847,6163,3752,Philadelphia International Airport,1382,Charles de Gaulle International Airport,\N,\N
1848,6164,3752,Philadelphia International Airport,4015,Charlottesville Albemarle Airport,14254,381931
1849,6165,3752,Philadelphia International Airport,3806,Charleston Air Force Base-International Airport,35101,1053190
1850,6166,3752,Philadelphia International Airport,3486,Cleveland Hopkins International Airport,24089,713437
1851,6167,3752,Philadelphia International Airport,3876,Charlotte Douglas International Airport,29031,858004
1852,6168,3752,Philadelphia International Airport,3759,John Glenn Columbus International Airport,26245,769577
1853,6169,3752,Philadelphia International Airport,1852,Cancún International Airport,200336,5289949
1854,6170,3752,Philadelphia International Airport,3488,Cincinnati Northern Kentucky International Airport,32663,958359
1855,6171,3752,Philadelphia International Airport,3627,James M Cox Dayton International Airport,29889,881611
1856,6172,3752,Philadelphia International Airport,3520,Ronald Reagan Washington National Airport,8090,214231
1857,6173,3752,Philadelphia International Airport,3751,Denver International Airport,90624,2776952
1858,6174,3752,Philadelphia International Airport,3670,Dallas Fort Worth International Airport,77926,2374886
1859,6175,3752,Philadelphia International Airport,11051,Hamad International Airport,\N,\N
1860,6176,3752,Philadelphia International Airport,3645,Detroit Metropolitan Wayne County Airport,31095,930375
1861,6177,3752,Philadelphia International Airport,599,Dublin Airport,\N,\N
1862,6178,3752,Philadelphia International Airport,3946,Elmira Corning Regional Airport,14241,413337
1863,6179,3752,Philadelphia International Airport,4276,Erie International Tom Ridge Field,23152,653066
1864,6180,3752,Philadelphia International Airport,3494,Newark Liberty International Airport,5123,145778
1865,6181,3752,Philadelphia International Airport,1555,Leonardo da Vinci–Fiumicino Airport,\N,\N
1866,6182,3752,Philadelphia International Airport,3533,Fort Lauderdale Hollywood International Airport,60539,1877908
1867,6183,3752,Philadelphia International Airport,340,Frankfurt am Main Airport,\N,\N
1868,6184,3752,Philadelphia International Airport,1926,Owen Roberts International Airport,\N,\N
1869,6185,3752,Philadelphia International Airport,534,Glasgow International Airport,\N,\N
1870,6186,3752,Philadelphia International Airport,4008,Piedmont Triad International Airport,24904,729130
1871,6187,3752,Philadelphia International Airport,4034,Greenville Spartanburg International Airport,33436,989997
1872,6188,3752,Philadelphia International Airport,3589,Westchester County Airport,8174,219073
1873,6189,3752,Philadelphia International Airport,4006,Tweed New Haven Airport,11215,297120
1874,6190,3752,Philadelphia International Airport,3550,George Bush Intercontinental Houston Airport,81425,2487602
1875,6191,3752,Philadelphia International Airport,3845,Wilmington International Airport,27315,795395
1876,6192,3752,Philadelphia International Airport,3585,Indianapolis International Airport,36203,1069189
1877,6193,3752,Philadelphia International Airport,3584,Williamsport Regional Airport,10793,307711
1878,6194,3752,Philadelphia International Airport,3857,Long Island Mac Arthur Airport,9842,253645
1879,6195,3752,Philadelphia International Airport,3947,Ithaca Tompkins Regional Airport,14129,390614
1880,6196,3752,Philadelphia International Airport,3712,Jacksonville International Airport,43514,1330153
1881,6197,3752,Philadelphia International Airport,3877,McCarran International Airport,130448,4012192
1882,6198,3752,Philadelphia International Airport,3484,Los Angeles International Airport,143953,4403147
1883,6199,3752,Philadelphia International Airport,3697,La Guardia Airport,7356,192459
1884,6200,3752,Philadelphia International Airport,507,London Heathrow Airport,\N,\N
1885,6201,3752,Philadelphia International Airport,1638,Humberto Delgado Airport (Lisbon Portela Airport),\N,\N
1886,6202,3752,Philadelphia International Airport,1229,Adolfo Suárez Madrid–Barajas Airport,\N,\N
1887,6203,3752,Philadelphia International Airport,478,Manchester Airport,\N,\N
1888,6204,3752,Philadelphia International Airport,1780,Sangster International Airport,\N,\N
1889,6205,3752,Philadelphia International Airport,3458,Kansas City International Airport,61978,1855809
1890,6206,3752,Philadelphia International Airport,3878,Orlando International Airport,52078,1599528
1891,6207,3752,Philadelphia International Airport,3542,Harrisburg International Airport,6313,179698
1892,6208,3752,Philadelphia International Airport,4011,Manchester-Boston Regional Airport,19702,554492
1893,6209,3752,Philadelphia International Airport,3576,Miami International Airport,61782,1912530
1894,6210,3752,Philadelphia International Airport,3717,General Mitchell International Airport,45924,1370401
1895,6211,3752,Philadelphia International Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,62666,1888709
1896,6212,3752,Philadelphia International Airport,3861,Louis Armstrong New Orleans International Airport,64362,1968490
1897,6213,3752,Philadelphia International Airport,346,Munich Airport,\N,\N
1898,6214,3752,Philadelphia International Airport,3515,Myrtle Beach International Airport,31843,913850
1899,6215,3752,Philadelphia International Airport,1953,Lynden Pindling International Airport,\N,\N
1900,6216,3752,Philadelphia International Airport,3830,Chicago O'Hare International Airport,42463,1261140
1901,6217,3752,Philadelphia International Airport,3611,Norfolk International Airport,16832,419992
1902,6218,3752,Philadelphia International Airport,3722,Palm Beach International Airport,58185,1804470
1903,6219,3752,Philadelphia International Airport,3720,Portland International Airport,150233,4615501
1904,6220,3752,Philadelphia International Airport,3633,Newport News Williamsburg International Airport,16828,480810
1905,6221,3752,Philadelphia International Airport,3462,Phoenix Sky Harbor International Airport,124496,3782842
1906,6222,3752,Philadelphia International Airport,3570,Pittsburgh International Airport,18417,532754
1907,6223,3752,Philadelphia International Airport,1754,Providenciales Airport,\N,\N
1908,6224,3752,Philadelphia International Airport,1760,Punta Cana International Airport,\N,\N
1909,6225,3752,Philadelphia International Airport,3641,Theodore Francis Green State Airport,15928,443416
1910,6226,3752,Philadelphia International Airport,3862,Portland International Jetport Airport,23085,661349
1911,6227,3752,Philadelphia International Airport,3626,Raleigh Durham International Airport,22157,642556
1912,6228,3752,Philadelphia International Airport,3608,Richmond International Airport,14171,393508
1913,6229,3752,Philadelphia International Airport,4016,Roanoke–Blacksburg Regional Airport,20088,590559
1914,6230,3752,Philadelphia International Airport,3622,Greater Rochester International Airport,19559,571887
1915,6231,3752,Philadelphia International Airport,3793,Southwest Florida International Airport,61463,1873369
1916,6232,3752,Philadelphia International Airport,3731,San Diego International Airport,143233,4343530
1917,6233,3752,Philadelphia International Airport,3621,San Antonio International Airport,90961,2774632
1918,6234,3752,Philadelphia International Airport,3613,Savannah Hilton Head International Airport,37471,1132851
1919,6235,3752,Philadelphia International Airport,3642,Salisbury Ocean City Wicomico Regional Airport,8688,219442
1920,6236,3752,Philadelphia International Airport,4318,University Park Airport,12005,333022
1921,6237,3752,Philadelphia International Airport,4014,Louisville International Standiford Field,37478,1104225
1922,6238,3752,Philadelphia International Airport,1762,Las Américas International Airport,\N,\N
1923,6239,3752,Philadelphia International Airport,3577,Seattle Tacoma International Airport,148496,4562748
1924,6240,3752,Philadelphia International Airport,3469,San Francisco International Airport,151738,4651686
1925,6241,3752,Philadelphia International Airport,2890,Luis Munoz Marin International Airport,\N,\N
1926,6242,3752,Philadelphia International Airport,3536,Salt Lake City International Airport,113147,3466811
1927,6243,3752,Philadelphia International Airport,3678,St Louis Lambert International Airport,48744,1452848
1928,6244,3752,Philadelphia International Airport,2883,Cyril E. King Airport,\N,\N
1929,6245,3752,Philadelphia International Airport,3661,Stewart International Airport,9572,260108
1930,6246,3752,Philadelphia International Airport,2899,Princess Juliana International Airport,\N,\N
1931,6247,3752,Philadelphia International Airport,3745,Syracuse Hancock International Airport,14855,432232
1932,6248,3752,Philadelphia International Airport,1590,Ben Gurion International Airport,\N,\N
1933,6249,3752,Philadelphia International Airport,3646,Tampa International Airport,55239,1670045
1934,6250,3752,Philadelphia International Airport,3676,McGhee Tyson Airport,33902,1011982
1935,6251,3752,Philadelphia International Airport,1551,Venice Marco Polo Airport,\N,\N
1936,6252,3752,Philadelphia International Airport,73,Halifax / Stanfield International Airport,52638,1524065
1937,6253,3752,Philadelphia International Airport,100,Ottawa Macdonald-Cartier International Airport,25317,722615
1938,6254,3752,Philadelphia International Airport,111,Quebec Jean Lesage International Airport,33415,976725
1939,6255,3752,Philadelphia International Airport,146,Montreal / Pierre Elliott Trudeau International Airport,25947,750116
1940,6256,3752,Philadelphia International Airport,193,Lester B. Pearson International Airport,27544,769245
1941,6257,3752,Philadelphia International Airport,1678,Zürich Airport,\N,\N
1942,6258,3462,Phoenix Sky Harbor International Airport,4019,Albuquerque International Sunport,22895,672646
1943,6259,3462,Phoenix Sky Harbor International Airport,3774,Ted Stevens Anchorage International Airport,216351,5844408
1944,6260,3462,Phoenix Sky Harbor International Airport,3682,Hartsfield Jackson Atlanta International Airport,94436,2907568
1945,6261,3462,Phoenix Sky Harbor International Airport,3673,Austin Bergstrom International Airport,52868,1623006
1946,6262,3462,Phoenix Sky Harbor International Airport,3558,Meadows Field,26573,791446
1947,6263,3462,Phoenix Sky Harbor International Airport,3495,Boise Air Terminal/Gowen Field,50415,1492137
1948,6264,3462,Phoenix Sky Harbor International Airport,3448,General Edward Lawrence Logan International Airport,138658,4254592
1949,6265,3462,Phoenix Sky Harbor International Airport,3644,Bob Hope Airport,20931,624155
1950,6266,3462,Phoenix Sky Harbor International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,120164,3654919
1951,6267,3462,Phoenix Sky Harbor International Airport,3876,Charlotte Douglas International Airport,107001,3279936
1952,6268,3462,Phoenix Sky Harbor International Airport,3759,John Glenn Columbus International Airport,98099,3014424
1953,6269,3462,Phoenix Sky Harbor International Airport,1852,Cancún International Airport,163805,4123902
1954,6270,3462,Phoenix Sky Harbor International Airport,3520,Ronald Reagan Washington National Airport,119994,3695540
1955,6271,3462,Phoenix Sky Harbor International Airport,3751,Denver International Airport,45286,1400917
1956,6272,3462,Phoenix Sky Harbor International Airport,3670,Dallas Fort Worth International Airport,54061,1694874
1957,6273,3462,Phoenix Sky Harbor International Airport,3713,Durango La Plata County Airport,25948,698747
1958,6274,3462,Phoenix Sky Harbor International Airport,3729,Des Moines International Airport,75723,2237141
1959,6275,3462,Phoenix Sky Harbor International Airport,3645,Detroit Metropolitan Wayne County Airport,102939,3161321
1960,6276,3462,Phoenix Sky Harbor International Airport,3559,El Paso International Airport,22702,700570
1961,6277,3462,Phoenix Sky Harbor International Airport,3494,Newark Liberty International Airport,126790,3849443
1962,6278,3462,Phoenix Sky Harbor International Airport,3687,Fresno Yosemite International Airport,32198,962367
1963,6279,3462,Phoenix Sky Harbor International Airport,4261,Flagstaff Pulliam Airport,8274,236478
1964,6280,3462,Phoenix Sky Harbor International Airport,3533,Fort Lauderdale Hollywood International Airport,119739,3770302
1965,6281,3462,Phoenix Sky Harbor International Airport,1804,Don Miguel Hidalgo Y Costilla International Airport,76684,1939741
1966,6282,3462,Phoenix Sky Harbor International Airport,3467,Spokane International Airport,73421,2167711
1967,6283,3462,Phoenix Sky Harbor International Airport,4063,Grand Junction Regional Airport,32817,945274
1968,6284,3462,Phoenix Sky Harbor International Airport,3728,Daniel K Inouye International Airport,\N,\N
1969,6285,3462,Phoenix Sky Harbor International Airport,3550,George Bush Intercontinental Houston Airport,60754,1909443
1970,6286,3462,Phoenix Sky Harbor International Airport,3585,Indianapolis International Airport,87892,2707230
1971,6287,3462,Phoenix Sky Harbor International Airport,3797,John F Kennedy International Airport,128822,3914324
1972,6288,3462,Phoenix Sky Harbor International Airport,3514,Ellison Onizuka Kona International At Keahole Airport,\N,\N
1973,6289,3462,Phoenix Sky Harbor International Airport,3877,McCarran International Airport,16775,486756
1974,6290,3462,Phoenix Sky Harbor International Airport,3484,Los Angeles International Airport,21342,633013
1975,6291,3462,Phoenix Sky Harbor International Airport,3582,Long Beach /Daugherty Field/ Airport,20590,609951
1976,6292,3462,Phoenix Sky Harbor International Airport,507,London Heathrow Airport,\N,\N
1977,6293,3462,Phoenix Sky Harbor International Airport,3602,Lihue Airport,\N,\N
1978,6294,3462,Phoenix Sky Harbor International Airport,3458,Kansas City International Airport,66447,1950673
1979,6295,3462,Phoenix Sky Harbor International Airport,3878,Orlando International Airport,109758,3449479
1980,6296,3462,Phoenix Sky Harbor International Airport,1824,Licenciado Benito Juarez International Airport,95373,2348512
1981,6297,3462,Phoenix Sky Harbor International Airport,3576,Miami International Airport,120947,3798559
1982,6298,3462,Phoenix Sky Harbor International Airport,3717,General Mitchell International Airport,94821,2922655
1983,6299,3462,Phoenix Sky Harbor International Airport,3948,Monterey Peninsula Airport,37635,1110319
1984,6300,3462,Phoenix Sky Harbor International Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,88263,2631059
1985,6301,3462,Phoenix Sky Harbor International Airport,1826,General Rafael Buelna International Airport,56864,1472301
1986,6302,3462,Phoenix Sky Harbor International Airport,3453,Metropolitan Oakland International Airport,39633,1188991
1987,6303,3462,Phoenix Sky Harbor International Airport,3456,Kahului Airport,\N,\N
1988,6304,3462,Phoenix Sky Harbor International Airport,3454,Eppley Airfield,70137,2089552
1989,6305,3462,Phoenix Sky Harbor International Airport,3734,Ontario International Airport,18095,543469
1990,6306,3462,Phoenix Sky Harbor International Airport,3830,Chicago O'Hare International Airport,91341,2812889
1991,6307,3462,Phoenix Sky Harbor International Airport,3720,Portland International Airport,71602,2045860
1992,6308,3462,Phoenix Sky Harbor International Airport,3752,Philadelphia International Airport,123750,3769786
1993,6309,3462,Phoenix Sky Harbor International Airport,3570,Pittsburgh International Airport,107723,3284349
1994,6310,3462,Phoenix Sky Harbor International Airport,3839,Palm Springs International Airport,14705,432482
1995,6311,3462,Phoenix Sky Harbor International Airport,1836,Licenciado Gustavo Díaz Ordaz International Airport,75469,1879891
1996,6312,3462,Phoenix Sky Harbor International Airport,3807,Reno Tahoe International Airport,41455,1203318
1997,6313,3462,Phoenix Sky Harbor International Airport,3731,San Diego International Airport,19234,582346
1998,6314,3462,Phoenix Sky Harbor International Airport,3621,San Antonio International Airport,49713,1571314
1999,6315,3462,Phoenix Sky Harbor International Airport,3949,Santa Barbara Municipal Airport,25947,774237
2000,6316,3462,Phoenix Sky Harbor International Airport,5768,San Luis County Regional Airport,30877,903095
2001,6317,3462,Phoenix Sky Harbor International Airport,3577,Seattle Tacoma International Airport,77839,2309226
2002,6318,3462,Phoenix Sky Harbor International Airport,3469,San Francisco International Airport,40399,1203912
2003,6319,3462,Phoenix Sky Harbor International Airport,3748,Norman Y. Mineta San Jose International Airport,38681,1153699
2004,6320,3462,Phoenix Sky Harbor International Airport,1840,Los Cabos International Airport,78470,1924680
2005,6321,3462,Phoenix Sky Harbor International Airport,3536,Salt Lake City International Airport,36873,1083472
2006,6322,3462,Phoenix Sky Harbor International Airport,3817,Sacramento International Airport,41090,1235709
2007,6323,3462,Phoenix Sky Harbor International Airport,3867,John Wayne Airport-Orange County Airport,19802,589404
2008,6324,3462,Phoenix Sky Harbor International Airport,3678,St Louis Lambert International Airport,76052,2341591
2009,6325,3462,Phoenix Sky Harbor International Airport,3646,Tampa International Airport,110434,3473487
2010,6326,3462,Phoenix Sky Harbor International Airport,3636,Tucson International Airport,6412,191527
2011,6327,3462,Phoenix Sky Harbor International Airport,49,Edmonton International Airport,90767,2721212
2012,6328,3462,Phoenix Sky Harbor International Airport,3596,Yuma MCAS/Yuma International Airport,10248,303906
2013,6329,3462,Phoenix Sky Harbor International Airport,156,Vancouver International Airport,85202,2513158
2014,6330,3462,Phoenix Sky Harbor International Airport,178,Calgary International Airport,82619,2466406
2015,6331,3462,Phoenix Sky Harbor International Airport,1856,Ixtapa Zihuatanejo International Airport,101440,2457709
2016,6332,4046,General Wayne A. Downing Peoria International Airport,3670,Dallas Fort Worth International Airport,43514,1292085
2017,6333,4046,General Wayne A. Downing Peoria International Airport,3830,Chicago O'Hare International Airport,9464,277608
2018,6334,3570,Pittsburgh International Airport,3825,Bradley International Airport,28791,812376
2019,6335,3570,Pittsburgh International Airport,3448,General Edward Lawrence Logan International Airport,33534,952773
2020,6336,3570,Pittsburgh International Airport,3876,Charlotte Douglas International Airport,25273,732039
2021,6337,3570,Pittsburgh International Airport,3520,Ronald Reagan Washington National Airport,15352,426887
2022,6338,3570,Pittsburgh International Airport,3670,Dallas Fort Worth International Airport,65439,1981756
2023,6339,3570,Pittsburgh International Airport,3797,John F Kennedy International Airport,23294,674588
2024,6340,3570,Pittsburgh International Airport,3484,Los Angeles International Airport,127757,3915226
2025,6341,3570,Pittsburgh International Airport,3697,La Guardia Airport,23478,654636
2026,6342,3570,Pittsburgh International Airport,3576,Miami International Airport,62253,1908481
2027,6343,3570,Pittsburgh International Airport,3830,Chicago O'Hare International Airport,25348,751493
2028,6344,3570,Pittsburgh International Airport,3752,Philadelphia International Airport,18222,530050
2029,6345,3570,Pittsburgh International Airport,3462,Phoenix Sky Harbor International Airport,108300,3294921
2030,6346,3570,Pittsburgh International Airport,3626,Raleigh Durham International Airport,27274,792197
2031,6347,3570,Pittsburgh International Airport,3678,St Louis Lambert International Airport,32548,964927
2032,6353,3564,Pensacola Regional Airport,3876,Charlotte Douglas International Airport,30311,899407
2033,6354,3564,Pensacola Regional Airport,3520,Ronald Reagan Washington National Airport,51115,1541047
2034,6355,3564,Pensacola Regional Airport,3670,Dallas Fort Worth International Airport,36161,1069485
2035,6356,3564,Pensacola Regional Airport,3576,Miami International Airport,34451,1082623
2036,6364,3839,Palm Springs International Airport,3670,Dallas Fort Worth International Airport,68348,2121705
2037,6365,3839,Palm Springs International Airport,3830,Chicago O'Hare International Airport,103659,3184938
2038,6366,3839,Palm Springs International Airport,3462,Phoenix Sky Harbor International Airport,14655,430936
2039,6367,3839,Palm Springs International Airport,3469,San Francisco International Airport,26634,773614
2040,6376,3641,Theodore Francis Green State Airport,3876,Charlotte Douglas International Airport,44439,1292583
2041,6377,3641,Theodore Francis Green State Airport,3520,Ronald Reagan Washington National Airport,23498,648810
2042,6378,3641,Theodore Francis Green State Airport,3752,Philadelphia International Airport,16181,443938
2043,6387,4087,Rapid City Regional Airport,3670,Dallas Fort Worth International Airport,55539,1652438
2044,6388,4103,Roberts Field,3484,Los Angeles International Airport,47263,1351306
2045,6389,3626,Raleigh Durham International Airport,3876,Charlotte Douglas International Airport,8430,255511
2046,6390,3626,Raleigh Durham International Airport,3520,Ronald Reagan Washington National Airport,14187,429540
2047,6391,3626,Raleigh Durham International Airport,3670,Dallas Fort Worth International Airport,62694,1924275
2048,6392,3626,Raleigh Durham International Airport,3797,John F Kennedy International Airport,27983,816751
2049,6393,3626,Raleigh Durham International Airport,3484,Los Angeles International Airport,133149,4115541
2050,6394,3626,Raleigh Durham International Airport,3697,La Guardia Airport,28378,823753
2051,6395,3626,Raleigh Durham International Airport,507,London Heathrow Airport,\N,\N
2052,6396,3626,Raleigh Durham International Airport,3576,Miami International Airport,41614,1319258
2053,6397,3626,Raleigh Durham International Airport,3830,Chicago O'Hare International Airport,44791,1312018
2054,6398,3626,Raleigh Durham International Airport,3752,Philadelphia International Airport,21744,638690
2055,6399,3626,Raleigh Durham International Airport,3570,Pittsburgh International Airport,27171,788610
2056,6401,3608,Richmond International Airport,3448,General Edward Lawrence Logan International Airport,31534,894097
2057,6402,3608,Richmond International Airport,3876,Charlotte Douglas International Airport,15793,478258
2058,6403,3608,Richmond International Airport,3670,Dallas Fort Worth International Airport,68592,2097765
2059,6404,3608,Richmond International Airport,3697,La Guardia Airport,20699,576886
2060,6405,3608,Richmond International Airport,3576,Miami International Airport,48404,1531798
2061,6406,3608,Richmond International Airport,3830,Chicago O'Hare International Airport,44936,1320591
2062,6407,3608,Richmond International Airport,3752,Philadelphia International Airport,14065,391823
2063,6408,3807,Reno Tahoe International Airport,3670,Dallas Fort Worth International Airport,87183,2644080
2064,6409,3807,Reno Tahoe International Airport,3484,Los Angeles International Airport,29005,762324
2065,6410,3807,Reno Tahoe International Airport,3830,Chicago O'Hare International Airport,97857,3076599
2066,6411,3807,Reno Tahoe International Airport,3462,Phoenix Sky Harbor International Airport,41452,1202582
2067,6412,4016,Roanoke–Blacksburg Regional Airport,3876,Charlotte Douglas International Airport,10907,318167
2068,6413,4016,Roanoke–Blacksburg Regional Airport,3697,La Guardia Airport,26287,763285
2069,6414,4016,Roanoke–Blacksburg Regional Airport,3752,Philadelphia International Airport,19850,586164
2070,6415,3622,Greater Rochester International Airport,3448,General Edward Lawrence Logan International Airport,21486,642862
2071,6416,3622,Greater Rochester International Airport,3876,Charlotte Douglas International Airport,39761,1166190
2072,6417,3622,Greater Rochester International Airport,3520,Ronald Reagan Washington National Airport,22634,616324
2073,6418,3622,Greater Rochester International Airport,3830,Chicago O'Hare International Airport,33570,987503
2074,6419,3622,Greater Rochester International Airport,3752,Philadelphia International Airport,19442,567575
2075,6420,3736,Roswell International Air Center Airport,3670,Dallas Fort Worth International Airport,25721,784891
2076,6421,4048,Rochester International Airport,3830,Chicago O'Hare International Airport,17060,538958
2077,6422,3793,Southwest Florida International Airport,3876,Charlotte Douglas International Airport,37370,1148309
2078,6423,3793,Southwest Florida International Airport,3520,Ronald Reagan Washington National Airport,53611,1660982
2079,6424,3793,Southwest Florida International Airport,3670,Dallas Fort Worth International Airport,65371,2018993
2080,6425,3793,Southwest Florida International Airport,345,Düsseldorf Airport,\N,\N
2081,6426,3793,Southwest Florida International Airport,3830,Chicago O'Hare International Airport,68738,2133804
2082,6427,3793,Southwest Florida International Airport,3752,Philadelphia International Airport,61168,1870132
2083,6431,3784,Santa Fe Municipal Airport,3670,Dallas Fort Worth International Airport,33304,1008339
2084,6432,3784,Santa Fe Municipal Airport,3484,Los Angeles International Airport,44992,1378664
2085,6435,3731,San Diego International Airport,3448,General Edward Lawrence Logan International Airport,157743,4834419
2086,6436,3731,San Diego International Airport,3876,Charlotte Douglas International Airport,123257,3830348
2087,6437,3731,San Diego International Airport,3520,Ronald Reagan Washington National Airport,139080,4275367
2088,6438,3731,San Diego International Airport,3670,Dallas Fort Worth International Airport,69543,2176136
2089,6439,3731,San Diego International Airport,3797,John F Kennedy International Airport,147908,4494151
2090,6440,3731,San Diego International Airport,3484,Los Angeles International Airport,7099,200658
2091,6441,3731,San Diego International Airport,507,London Heathrow Airport,\N,\N
2092,6442,3731,San Diego International Airport,3878,Orlando International Airport,125241,3930741
2093,6443,3731,San Diego International Airport,3576,Miami International Airport,136429,4279821
2094,6444,3731,San Diego International Airport,2279,Narita International Airport,\N,\N
2095,6445,3731,San Diego International Airport,3830,Chicago O'Hare International Airport,107393,3339922
2096,6446,3731,San Diego International Airport,3720,Portland International Airport,60354,1759008
2097,6447,3731,San Diego International Airport,3752,Philadelphia International Airport,142835,4349613
2098,6448,3731,San Diego International Airport,3462,Phoenix Sky Harbor International Airport,19303,581156
2099,6449,3731,San Diego International Airport,1836,Licenciado Gustavo Díaz Ordaz International Airport,90951,2361153
2100,6450,3731,San Diego International Airport,3577,Seattle Tacoma International Airport,68680,2001513
2101,6451,3731,San Diego International Airport,6992,Charles M. Schulz Sonoma County Airport,30933,894621
2102,6452,3731,San Diego International Airport,178,Calgary International Airport,84747,2600067
2103,6454,3621,San Antonio International Airport,3876,Charlotte Douglas International Airport,64307,1977505
2104,6455,3621,San Antonio International Airport,3670,Dallas Fort Worth International Airport,15207,454911
2105,6456,3621,San Antonio International Airport,3830,Chicago O'Hare International Airport,64338,1922044
2106,6457,3621,San Antonio International Airport,3752,Philadelphia International Airport,90945,2772320
2107,6458,3621,San Antonio International Airport,3462,Phoenix Sky Harbor International Airport,49467,1570387
2108,6459,3613,Savannah Hilton Head International Airport,3876,Charlotte Douglas International Airport,13398,408167
2109,6460,3613,Savannah Hilton Head International Airport,3520,Ronald Reagan Washington National Airport,29638,920840
2110,6461,3613,Savannah Hilton Head International Airport,3670,Dallas Fort Worth International Airport,54451,1682492
2111,6462,3613,Savannah Hilton Head International Airport,3752,Philadelphia International Airport,37195,1129990
2112,6463,3949,Santa Barbara Municipal Airport,3462,Phoenix Sky Harbor International Airport,25974,774319
2113,6464,5768,San Luis County Regional Airport,3462,Phoenix Sky Harbor International Airport,30852,903347
2114,6465,3642,Salisbury Ocean City Wicomico Regional Airport,3876,Charlotte Douglas International Airport,27215,741484
2115,6466,3642,Salisbury Ocean City Wicomico Regional Airport,3752,Philadelphia International Airport,8482,208645
2116,6467,4318,University Park Airport,3752,Philadelphia International Airport,11749,327521
2117,6474,4014,Louisville International Standiford Field,3876,Charlotte Douglas International Airport,27264,765264
2118,6475,4014,Louisville International Standiford Field,3520,Ronald Reagan Washington National Airport,32826,979495
2119,6476,4014,Louisville International Standiford Field,3670,Dallas Fort Worth International Airport,44561,1370498
2120,6477,4014,Louisville International Standiford Field,3697,La Guardia Airport,42396,1224297
2121,6478,4014,Louisville International Standiford Field,3576,Miami International Airport,56068,1737592
2122,6479,4014,Louisville International Standiford Field,3830,Chicago O'Hare International Airport,17434,520032
2123,6480,4014,Louisville International Standiford Field,3752,Philadelphia International Airport,37140,1099711
2124,6483,3577,Seattle Tacoma International Airport,3448,General Edward Lawrence Logan International Airport,159853,4911847
2125,6484,3577,Seattle Tacoma International Airport,3644,Bob Hope Airport,61014,1794009
2126,6485,3577,Seattle Tacoma International Airport,3876,Charlotte Douglas International Airport,148684,4549242
