,og_index,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters
6780,28615,3877,McCarran International Airport,3729,Des Moines International Airport,73254,2301248
6781,28616,3877,McCarran International Airport,4099,Mahlon Sweet Field,51589,1422102
6782,28617,3877,McCarran International Airport,4292,Hector International Airport,80032,2449280
6783,28618,3877,McCarran International Airport,3687,Fresno Yosemite International Airport,21129,635614
6784,28619,3877,McCarran International Airport,4127,Glacier Park International Airport,54922,1717506
6785,28620,3877,McCarran International Airport,4009,Joe Foss Field Airport,72878,2282113
6786,28621,3877,McCarran International Airport,3442,Grand Forks International Airport,83330,2527671
6787,28622,3877,McCarran International Airport,4063,Grand Junction Regional Airport,26475,834577
6788,28623,3877,McCarran International Airport,5740,Central Nebraska Regional Airport,60043,1874586
6789,28624,3877,McCarran International Airport,3685,Gerald R. Ford International Airport,99195,3097774
6790,28625,3877,McCarran International Airport,3880,Great Falls International Airport,50084,1604489
6791,28626,3877,McCarran International Airport,3728,Daniel K Inouye International Airport,\N,\N
6792,28627,3877,McCarran International Airport,3457,Wichita Eisenhower National Airport,62741,1866669
6793,28628,3877,McCarran International Airport,4100,Idaho Falls Regional Airport,31993,1035965
6794,28629,3877,McCarran International Airport,3691,Laredo International Airport,71869,2143823
6795,28630,3877,McCarran International Airport,3826,Mc Allen Miller International Airport,78664,2444770
6796,28631,3877,McCarran International Airport,4101,Rogue Valley International Medford Airport,43395,1216694
6797,28632,3877,McCarran International Airport,4072,Quad City International Airport,82034,2575200
6798,28633,3877,McCarran International Airport,3498,Minot International Airport,75225,2258933
6799,28634,3877,McCarran International Airport,3948,Monterey Peninsula Airport,27262,799321
6800,28635,3877,McCarran International Airport,4216,Missoula International Airport,47897,1544658
6801,28636,3877,McCarran International Airport,4046,General Wayne A. Downing Peoria International Airport,86650,2717517
6802,28637,3877,McCarran International Airport,6133,Tri Cities Airport,106574,3327886
6803,28638,3877,McCarran International Airport,4087,Rapid City Regional Airport,56797,1725769
6804,28639,3877,McCarran International Airport,4028,Chicago Rockford International Airport,87954,2749834
6805,28640,3877,McCarran International Airport,3807,Reno Tahoe International Airport,25365,729405
6806,28641,3877,McCarran International Airport,4359,South Bend Regional Airport,94717,2947368
6807,28642,3877,McCarran International Airport,3805,Stockton Metropolitan Airport,27258,817384
6808,28643,3877,McCarran International Airport,4348,Springfield Branson National Airport,71628,2243809
6809,28644,3877,McCarran International Airport,3609,Shreveport Regional Airport,72823,2250228
6810,28645,3877,McCarran International Airport,5772,Santa Maria Pub/Capt G Allan Hancock Field,22262,624690
6811,28646,3877,McCarran International Airport,4356,Northwest Arkansas Regional Airport,68642,2128405
6812,28647,3484,Los Angeles International Airport,3777,Bellingham International Airport,68200,1987195
6813,28648,3484,Los Angeles International Airport,4099,Mahlon Sweet Field,48273,1404551
6814,28649,3484,Los Angeles International Airport,3728,Daniel K Inouye International Airport,\N,\N
6815,28650,3484,Los Angeles International Airport,4101,Rogue Valley International Medford Airport,38663,1125909
6816,28651,3484,Los Angeles International Airport,7579,Provo Municipal Airport,34557,1073192
6817,28652,3674,Rickenbacker International Airport,3617,St Petersburg Clearwater International Airport,54416,1680993
6818,28653,3674,Rickenbacker International Airport,4167,Orlando Sanford International Airport,49914,1492831
6819,28654,4017,Blue Grass Airport,3533,Fort Lauderdale Hollywood International Airport,53426,1660821
6820,28655,4017,Blue Grass Airport,7056,Charlotte County Airport,48656,1510883
6821,28656,4017,Blue Grass Airport,3617,St Petersburg Clearwater International Airport,44771,1383142
6822,28657,4017,Blue Grass Airport,4167,Orlando Sanford International Airport,44433,1367007
6823,28658,3660,Bill & Hillary Clinton National Airport/Adams Field,4167,Orlando Sanford International Airport,51084,1574334
6824,28659,3691,Laredo International Airport,3877,McCarran International Airport,71795,2143174
6825,28660,3542,Harrisburg International Airport,3617,St Petersburg Clearwater International Airport,55212,1672312
6826,28661,3542,Harrisburg International Airport,4167,Orlando Sanford International Airport,50082,1536893
6827,28662,3826,Mc Allen Miller International Airport,3877,McCarran International Airport,78564,2444672
6828,28663,4101,Rogue Valley International Medford Airport,3877,McCarran International Airport,43487,1217237
6829,28664,4101,Rogue Valley International Medford Airport,3484,Los Angeles International Airport,38421,1122666
6830,28665,4072,Quad City International Airport,6505,Phoenix-Mesa-Gateway Airport,85652,2518003
6831,28666,4072,Quad City International Airport,3877,McCarran International Airport,82219,2574705
6832,28667,4072,Quad City International Airport,3617,St Petersburg Clearwater International Airport,65590,2014495
6833,28668,4072,Quad City International Airport,4167,Orlando Sanford International Airport,65252,1998360
6834,28669,3498,Minot International Airport,6505,Phoenix-Mesa-Gateway Airport,87564,2610818
6835,28670,3498,Minot International Airport,3877,McCarran International Airport,75407,2288557
6836,28671,3948,Monterey Peninsula Airport,3877,McCarran International Airport,27189,797017
6837,28672,4216,Missoula International Airport,6505,Phoenix-Mesa-Gateway Airport,64246,1971093
6838,28673,4216,Missoula International Airport,3877,McCarran International Airport,47732,1542698
6839,28674,3515,Myrtle Beach International Airport,4355,Lehigh Valley International Airport,35294,1012826
6840,28675,3515,Myrtle Beach International Airport,4041,Fort Wayne International Airport,43893,1200869
6841,28676,3515,Myrtle Beach International Airport,5742,Tri-State/Milton J. Ferguson Field,\N,\N
6842,28677,3515,Myrtle Beach International Airport,3881,Youngstown Warren Regional Airport,39737,1103694
6843,28678,3453,Metropolitan Oakland International Airport,6505,Phoenix-Mesa-Gateway Airport,41330,1241103
6844,28679,3453,Metropolitan Oakland International Airport,3777,Bellingham International Airport,50130,1455472
6845,28680,3453,Metropolitan Oakland International Airport,4099,Mahlon Sweet Field,30203,872828
6846,28681,3453,Metropolitan Oakland International Airport,7579,Provo Municipal Airport,40895,1259423
6847,28682,9543,Ogden Hinckley Airport,6505,Phoenix-Mesa-Gateway Airport,39756,1174450
6848,28683,3863,Will Rogers World Airport,4167,Orlando Sanford International Airport,67979,2114849
6849,28684,5758,Owensboro Daviess County Airport,4167,Orlando Sanford International Airport,43967,1357282
6850,28685,3771,Plattsburgh International Airport,3533,Fort Lauderdale Hollywood International Airport,81521,2508801
6851,28686,3771,Plattsburgh International Airport,3617,St Petersburg Clearwater International Airport,76872,2320075
6852,28687,3771,Plattsburgh International Airport,4167,Orlando Sanford International Airport,71741,2184655
6853,28688,7056,Charlotte County Airport,4355,Lehigh Valley International Airport,62937,1913554
6854,28689,7056,Charlotte County Airport,4007,Asheville Regional Airport,37795,1159075
6855,28690,7056,Charlotte County Airport,4043,The Eastern Iowa Airport,72468,2230465
6856,28691,7056,Charlotte County Airport,3488,Cincinnati Northern Kentucky International Airport,51742,1625762
6857,28692,7056,Charlotte County Airport,3729,Des Moines International Airport,76577,2327281
6858,28693,7056,Charlotte County Airport,4041,Fort Wayne International Airport,62016,1932167
6859,28694,7056,Charlotte County Airport,4034,Greenville Spartanburg International Airport,35643,1094445
6860,28695,7056,Charlotte County Airport,3630,Niagara Falls International Airport,72545,2178844
6861,28696,7056,Charlotte County Airport,3857,Long Island Mac Arthur Airport,68439,2058536
6862,28697,7056,Charlotte County Airport,4017,Blue Grass Airport,48548,1516101
6863,28698,7056,Charlotte County Airport,4046,General Wayne A. Downing Peoria International Airport,64839,2007881
6864,28699,7056,Charlotte County Airport,4028,Chicago Rockford International Airport,69884,2175652
6865,28700,7056,Charlotte County Airport,4359,South Bend Regional Airport,64303,1987175
6866,28701,7056,Charlotte County Airport,4348,Springfield Branson National Airport,65215,1973794
6867,28702,7056,Charlotte County Airport,4336,Abraham Lincoln Capital Airport,61724,1900118
6868,28703,7056,Charlotte County Airport,4040,Toledo Express Airport,62800,1964227
6869,28704,7056,Charlotte County Airport,3676,McGhee Tyson Airport,39150,1234521
6870,28705,7056,Charlotte County Airport,3881,Youngstown Warren Regional Airport,64117,1923243
6871,28706,3633,Newport News Williamsburg International Airport,4167,Orlando Sanford International Airport,39974,1227962
6872,28707,4046,General Wayne A. Downing Peoria International Airport,6505,Phoenix-Mesa-Gateway Airport,85547,2608522
6873,28708,4046,General Wayne A. Downing Peoria International Airport,3877,McCarran International Airport,86995,2718729
6874,28709,4046,General Wayne A. Downing Peoria International Airport,7056,Charlotte County Airport,65239,2006605
6875,28710,4046,General Wayne A. Downing Peoria International Airport,3617,St Petersburg Clearwater International Airport,61354,1878864
6876,28711,3617,St Petersburg Clearwater International Airport,4355,Lehigh Valley International Airport,59120,1786690
6877,28712,3617,St Petersburg Clearwater International Airport,4007,Asheville Regional Airport,33978,1032211
6878,28713,3617,St Petersburg Clearwater International Airport,3463,Bangor International Airport,84793,2551884
6879,28714,3617,St Petersburg Clearwater International Airport,3578,Lovell Field,30250,946922
6880,28715,3617,St Petersburg Clearwater International Airport,4043,The Eastern Iowa Airport,68651,2103601
6881,28716,3617,St Petersburg Clearwater International Airport,3729,Des Moines International Airport,72761,2200418
6882,28717,3617,St Petersburg Clearwater International Airport,3946,Elmira Corning Regional Airport,65205,1962220
6883,28718,3617,St Petersburg Clearwater International Airport,4292,Hector International Airport,95214,2966076
6884,28719,3617,St Petersburg Clearwater International Airport,4009,Joe Foss Field Airport,85130,2638388
6885,28720,3617,St Petersburg Clearwater International Airport,4041,Fort Wayne International Airport,58200,1805304
6886,28721,3617,St Petersburg Clearwater International Airport,3685,Gerald R. Ford International Airport,66324,2041747
6887,28722,3617,St Petersburg Clearwater International Airport,4008,Piedmont Triad International Airport,36384,1093489
6888,28723,3617,St Petersburg Clearwater International Airport,4034,Greenville Spartanburg International Airport,31826,967581
6889,28724,3617,St Petersburg Clearwater International Airport,5742,Tri-State/Milton J. Ferguson Field,\N,\N
6890,28725,3617,St Petersburg Clearwater International Airport,3630,Niagara Falls International Airport,68729,2051980
6891,28726,3617,St Petersburg Clearwater International Airport,3674,Rickenbacker International Airport,54029,1679918
6892,28727,3617,St Petersburg Clearwater International Airport,4017,Blue Grass Airport,44731,1389237
6893,28728,3617,St Petersburg Clearwater International Airport,3542,Harrisburg International Airport,55058,1672032
6894,28729,3617,St Petersburg Clearwater International Airport,4072,Quad City International Airport,65416,2018272
6895,28730,3617,St Petersburg Clearwater International Airport,3771,Plattsburgh International Airport,76357,2317041
6896,28731,3617,St Petersburg Clearwater International Airport,4046,General Wayne A. Downing Peoria International Airport,61022,1881018
6897,28732,3617,St Petersburg Clearwater International Airport,4028,Chicago Rockford International Airport,66068,2048788
6898,28733,3617,St Petersburg Clearwater International Airport,4016,Roanoke–Blacksburg Regional Airport,42058,1270257
6899,28734,3617,St Petersburg Clearwater International Airport,4359,South Bend Regional Airport,60486,1860311
6900,28735,3617,St Petersburg Clearwater International Airport,4348,Springfield Branson National Airport,61398,1846930
6901,28736,3617,St Petersburg Clearwater International Airport,3661,Stewart International Airport,64335,1936151
6902,28737,3617,St Petersburg Clearwater International Airport,3745,Syracuse Hancock International Airport,68804,2076251
6903,28738,3617,St Petersburg Clearwater International Airport,4040,Toledo Express Airport,58983,1837363
6904,28739,3617,St Petersburg Clearwater International Airport,4116,Tri-Cities Regional TN/VA Airport,39488,1174587
6905,28740,3617,St Petersburg Clearwater International Airport,3676,McGhee Tyson Airport,35333,1107657
6906,28741,3617,St Petersburg Clearwater International Airport,3881,Youngstown Warren Regional Airport,60301,1796379
6907,28742,6133,Tri Cities Airport,6505,Phoenix-Mesa-Gateway Airport,100078,3064344
6908,28743,6133,Tri Cities Airport,3877,McCarran International Airport,106426,3326580
6909,28744,5763,Portsmouth International at Pease Airport,4167,Orlando Sanford International Airport,70828,2133545
6910,28745,3839,Palm Springs International Airport,3777,Bellingham International Airport,73499,2149372
6911,28746,7579,Provo Municipal Airport,6505,Phoenix-Mesa-Gateway Airport,35931,1053803
6912,28747,7579,Provo Municipal Airport,3484,Los Angeles International Airport,34088,1066255
6913,28748,7579,Provo Municipal Airport,3453,Metropolitan Oakland International Airport,41059,1259083
6914,28749,4087,Rapid City Regional Airport,6505,Phoenix-Mesa-Gateway Airport,66352,1947152
6915,28750,4087,Rapid City Regional Airport,3877,McCarran International Airport,56933,1756090
6916,28751,4028,Chicago Rockford International Airport,6505,Phoenix-Mesa-Gateway Airport,91465,2796421
6917,28752,4028,Chicago Rockford International Airport,3877,McCarran International Airport,87903,2747880
6918,28753,4028,Chicago Rockford International Airport,7056,Charlotte County Airport,69744,2170979
6919,28754,4028,Chicago Rockford International Airport,3617,St Petersburg Clearwater International Airport,65859,2043238
6920,28755,4028,Chicago Rockford International Airport,4167,Orlando Sanford International Airport,65521,2027103
6921,28756,3807,Reno Tahoe International Airport,3877,McCarran International Airport,25473,729797
6922,28757,4016,Roanoke–Blacksburg Regional Airport,3617,St Petersburg Clearwater International Airport,41995,1271261
6923,28758,4016,Roanoke–Blacksburg Regional Airport,4167,Orlando Sanford International Airport,36865,1135842
6924,28759,4048,Rochester International Airport,6505,Phoenix-Mesa-Gateway Airport,86908,2562895
6925,28760,3731,San Diego International Airport,3777,Bellingham International Airport,74508,2170610
6926,28761,4359,South Bend Regional Airport,6505,Phoenix-Mesa-Gateway Airport,95838,2905497
6927,28762,4359,South Bend Regional Airport,3877,McCarran International Airport,95161,2946743
6928,28763,4359,South Bend Regional Airport,7056,Charlotte County Airport,64762,1988160
6929,28764,4359,South Bend Regional Airport,3617,St Petersburg Clearwater International Airport,60877,1860419
6930,28765,4359,South Bend Regional Airport,4167,Orlando Sanford International Airport,60539,1844284
6931,28766,3805,Stockton Metropolitan Airport,3877,McCarran International Airport,27250,817184
6932,28767,4167,Orlando Sanford International Airport,4355,Lehigh Valley International Airport,53801,1649820
6933,28768,4167,Orlando Sanford International Airport,4047,Appleton International Airport,71998,2219588
6934,28769,4167,Orlando Sanford International Airport,4007,Asheville Regional Airport,28659,895340
6935,28770,4167,Orlando Sanford International Airport,4286,Wilkes Barre Scranton International Airport,55549,1705327
6936,28771,4167,Orlando Sanford International Airport,3463,Bangor International Airport,79474,2415013
6937,28772,4167,Orlando Sanford International Airport,4083,Bismarck Municipal Airport,104554,3253615
6938,28773,4167,Orlando Sanford International Airport,3790,Scott AFB/Midamerica Airport,51657,1602076
6939,28774,4167,Orlando Sanford International Airport,4037,Central Illinois Regional Airport at Bloomington-Normal,58758,1819654
6940,28775,4167,Orlando Sanford International Airport,3711,Burlington International Airport,73232,2169668
6941,28776,4167,Orlando Sanford International Airport,3578,Lovell Field,29780,930835
6942,28777,4167,Orlando Sanford International Airport,4043,The Eastern Iowa Airport,68182,2087515
6943,28778,4167,Orlando Sanford International Airport,5730,North Central West Virginia Airport,45726,1375211
6944,28779,4167,Orlando Sanford International Airport,3488,Cincinnati Northern Kentucky International Airport,47455,1482812
6945,28780,4167,Orlando Sanford International Airport,3729,Des Moines International Airport,72291,2184331
6946,28781,4167,Orlando Sanford International Airport,3946,Elmira Corning Regional Airport,59886,1825349
6947,28782,4167,Orlando Sanford International Airport,4292,Hector International Airport,94744,2949990
6948,28783,4167,Orlando Sanford International Airport,4009,Joe Foss Field Airport,84660,2622301
6949,28784,4167,Orlando Sanford International Airport,4041,Fort Wayne International Airport,57730,1789217
6950,28785,4167,Orlando Sanford International Airport,3442,Grand Forks International Airport,98772,3074960
6951,28786,4167,Orlando Sanford International Airport,3685,Gerald R. Ford International Airport,65854,2025661
6952,28787,4167,Orlando Sanford International Airport,4008,Piedmont Triad International Airport,31065,956618
6953,28788,4167,Orlando Sanford International Airport,4034,Greenville Spartanburg International Airport,26507,830711
6954,28789,4167,Orlando Sanford International Airport,6739,Hagerstown Regional Richard A Henson Field,46555,1443311
6955,28790,4167,Orlando Sanford International Airport,5742,Tri-State/Milton J. Ferguson Field,\N,\N
6956,28791,4167,Orlando Sanford International Airport,3630,Niagara Falls International Airport,63410,1915110
6957,28792,4167,Orlando Sanford International Airport,3544,Capital City Airport,45057,1403550
6958,28793,4167,Orlando Sanford International Airport,3674,Rickenbacker International Airport,49836,1491671
6959,28794,4167,Orlando Sanford International Airport,4017,Blue Grass Airport,44261,1373150
6960,28795,4167,Orlando Sanford International Airport,3660,Bill & Hillary Clinton National Airport/Adams Field,50833,1575620
6961,28796,4167,Orlando Sanford International Airport,3542,Harrisburg International Airport,49739,1535161
6962,28797,4167,Orlando Sanford International Airport,4072,Quad City International Airport,64946,2002186
6963,28798,4167,Orlando Sanford International Airport,3863,Will Rogers World Airport,67796,2118690
6964,28799,4167,Orlando Sanford International Airport,5758,Owensboro Daviess County Airport,43849,1361408
6965,28800,4167,Orlando Sanford International Airport,3771,Plattsburgh International Airport,71038,2180171
6966,28801,4167,Orlando Sanford International Airport,3633,Newport News Williamsburg International Airport,39534,1224945
6967,28802,4167,Orlando Sanford International Airport,5763,Portsmouth International at Pease Airport,70338,2129289
6968,28803,4167,Orlando Sanford International Airport,4028,Chicago Rockford International Airport,65598,2032702
6969,28804,4167,Orlando Sanford International Airport,4016,Roanoke–Blacksburg Regional Airport,36739,1133386
6970,28805,4167,Orlando Sanford International Airport,4359,South Bend Regional Airport,60016,1844224
6971,28806,4167,Orlando Sanford International Airport,4348,Springfield Branson National Airport,60928,1830844
6972,28807,4167,Orlando Sanford International Airport,4336,Abraham Lincoln Capital Airport,57438,1757168
6973,28808,4167,Orlando Sanford International Airport,4040,Toledo Express Airport,58513,1821277
6974,28809,4167,Orlando Sanford International Airport,4116,Tri-Cities Regional TN/VA Airport,34169,1037716
6975,28810,4167,Orlando Sanford International Airport,3855,Tulsa International Airport,64086,2002709
6976,28811,4167,Orlando Sanford International Airport,3676,McGhee Tyson Airport,34863,1091571
6977,28812,4167,Orlando Sanford International Airport,4356,Northwest Arkansas Regional Airport,61421,1906030
6978,28813,4167,Orlando Sanford International Airport,3881,Youngstown Warren Regional Airport,54981,1659508
6979,28814,4348,Springfield Branson National Airport,6505,Phoenix-Mesa-Gateway Airport,65202,1981618
6980,28815,4348,Springfield Branson National Airport,3877,McCarran International Airport,71549,2243854
6981,28816,4348,Springfield Branson National Airport,7056,Charlotte County Airport,65355,1973393
6982,28817,4348,Springfield Branson National Airport,3617,St Petersburg Clearwater International Airport,61470,1845653
6983,28818,4348,Springfield Branson National Airport,4167,Orlando Sanford International Airport,61132,1829518
6984,28819,3609,Shreveport Regional Airport,3877,McCarran International Airport,72757,2247811
6985,28820,5772,Santa Maria Pub/Capt G Allan Hancock Field,3877,McCarran International Airport,22137,622500
6986,28821,4271,St Cloud Regional Airport,6505,Phoenix-Mesa-Gateway Airport,92053,2621864
6987,28822,3661,Stewart International Airport,3617,St Petersburg Clearwater International Airport,64562,1942298
6988,28823,3745,Syracuse Hancock International Airport,3617,St Petersburg Clearwater International Airport,68972,2079249
6989,28824,4040,Toledo Express Airport,7056,Charlotte County Airport,63221,1960237
6990,28825,4040,Toledo Express Airport,3617,St Petersburg Clearwater International Airport,59336,1832496
6991,28826,4040,Toledo Express Airport,4167,Orlando Sanford International Airport,58868,1737744
6992,28827,4116,Tri-Cities Regional TN/VA Airport,3617,St Petersburg Clearwater International Airport,39386,1174878
6993,28828,4116,Tri-Cities Regional TN/VA Airport,4167,Orlando Sanford International Airport,34256,1039458
6994,28829,3855,Tulsa International Airport,4167,Orlando Sanford International Airport,64448,2002152
6995,28830,3676,McGhee Tyson Airport,3533,Fort Lauderdale Hollywood International Airport,44197,1385549
6996,28831,3676,McGhee Tyson Airport,7056,Charlotte County Airport,39426,1235611
6997,28832,3676,McGhee Tyson Airport,3617,St Petersburg Clearwater International Airport,35541,1107870
6998,28833,3676,McGhee Tyson Airport,4167,Orlando Sanford International Airport,35204,1091735
6999,28834,4356,Northwest Arkansas Regional Airport,3877,McCarran International Airport,68506,2128131
7000,28835,4356,Northwest Arkansas Regional Airport,4167,Orlando Sanford International Airport,61593,1904239
7001,28836,3881,Youngstown Warren Regional Airport,3515,Myrtle Beach International Airport,39421,1117349
7002,28837,3881,Youngstown Warren Regional Airport,7056,Charlotte County Airport,64014,1937742
7003,28838,3881,Youngstown Warren Regional Airport,3617,St Petersburg Clearwater International Airport,60129,1810002
7004,28839,3881,Youngstown Warren Regional Airport,4167,Orlando Sanford International Airport,54999,1674582
7005,30050,7195,Atka Airport,3860,Unalaska Airport,\N,\N
7006,30051,3794,King Salmon Airport,3460,Dillingham Airport,\N,\N
7007,30052,3794,King Salmon Airport,7158,Pilot Point Airport,\N,\N
7008,30053,3794,King Salmon Airport,7159,South Naknek Nr 2 Airport,\N,\N
7009,30054,3774,Ted Stevens Anchorage International Airport,3628,Kenai Municipal Airport,10293,252041
7010,30055,3599,Bethel Airport,7087,Emmonak Airport,\N,\N
7011,30056,3854,Cold Bay Airport,7202,False Pass Airport,15626,100369
7012,30057,3854,Cold Bay Airport,6765,King Cove Airport,7999,51035
7013,30058,3854,Cold Bay Airport,7203,Nelson Lagoon Airport,\N,\N
7014,30059,3460,Dillingham Airport,3794,King Salmon Airport,\N,\N
7015,30060,3860,Unalaska Airport,7195,Atka Airport,\N,\N
7016,30061,3860,Unalaska Airport,7196,Nikolski Air Station,\N,\N
7017,30062,3860,Unalaska Airport,6134,Akutan Seaplane Base,13512,85395
7018,30063,7154,Egegik Airport,3794,King Salmon Airport,\N,\N
7019,30064,7087,Emmonak Airport,3599,Bethel Airport,\N,\N
7020,30065,7087,Emmonak Airport,7207,Kotlik Airport,\N,\N
7021,30066,3628,Kenai Municipal Airport,3774,Ted Stevens Anchorage International Airport,10439,253090
7022,30067,6763,Igiugig Airport,3794,King Salmon Airport,\N,\N
7023,30068,7196,Nikolski Air Station,3860,Unalaska Airport,\N,\N
7024,30069,7202,False Pass Airport,3854,Cold Bay Airport,15605,100369
7025,30070,7157,Perryville Airport,3794,King Salmon Airport,\N,\N
7026,30071,6134,Akutan Seaplane Base,3860,Unalaska Airport,12322,85395
7027,30072,6765,King Cove Airport,3854,Cold Bay Airport,7992,51035
7028,30073,7203,Nelson Lagoon Airport,3854,Cold Bay Airport,\N,\N
7029,30074,6766,Port Heiden Airport,3794,King Salmon Airport,\N,\N
7030,30075,7159,South Naknek Nr 2 Airport,7154,Egegik Airport,\N,\N
7031,30146,3728,Daniel K Inouye International Airport,2006,Auckland International Airport,\N,\N
7032,30147,3728,Daniel K Inouye International Airport,3320,Brisbane International Airport,\N,\N
7033,30148,3728,Daniel K Inouye International Airport,2305,Fukuoka Airport,\N,\N
7034,30149,3728,Daniel K Inouye International Airport,2359,Tokyo Haneda International Airport,\N,\N
7035,30150,3728,Daniel K Inouye International Airport,3930,Incheon International Airport,\N,\N
7036,30151,3728,Daniel K Inouye International Airport,3415,Hilo International Airport,\N,\N
7037,30152,3728,Daniel K Inouye International Airport,3797,John F Kennedy International Airport,\N,\N
7038,30153,3728,Daniel K Inouye International Airport,3992,Kansai International Airport,\N,\N
7039,30154,3728,Daniel K Inouye International Airport,3514,Ellison Onizuka Kona International At Keahole Airport,\N,\N
7040,30155,3728,Daniel K Inouye International Airport,3877,McCarran International Airport,\N,\N
7041,30156,3728,Daniel K Inouye International Airport,3484,Los Angeles International Airport,\N,\N
7042,30157,3728,Daniel K Inouye International Airport,3602,Lihue Airport,\N,\N
7043,30158,3728,Daniel K Inouye International Airport,3851,Lanai Airport,\N,\N
7044,30159,3728,Daniel K Inouye International Airport,3705,Molokai Airport,\N,\N
7045,30160,3728,Daniel K Inouye International Airport,3453,Metropolitan Oakland International Airport,\N,\N
7046,30161,3728,Daniel K Inouye International Airport,3456,Kahului Airport,\N,\N
7047,30162,3728,Daniel K Inouye International Airport,3720,Portland International Airport,\N,\N
7048,30163,3728,Daniel K Inouye International Airport,3364,Beijing Capital International Airport,\N,\N
7049,30164,3728,Daniel K Inouye International Airport,3462,Phoenix Sky Harbor International Airport,\N,\N
7050,30165,3728,Daniel K Inouye International Airport,1970,Pago Pago International Airport,\N,\N
7051,30166,3728,Daniel K Inouye International Airport,4075,Faa'a International Airport,\N,\N
7052,30167,3728,Daniel K Inouye International Airport,3731,San Diego International Airport,\N,\N
7053,30168,3728,Daniel K Inouye International Airport,2347,Sendai Airport,\N,\N
7054,30169,3728,Daniel K Inouye International Airport,3577,Seattle Tacoma International Airport,\N,\N
7055,30170,3728,Daniel K Inouye International Airport,3469,San Francisco International Airport,\N,\N
7056,30171,3728,Daniel K Inouye International Airport,3817,Sacramento International Airport,\N,\N
7057,30172,3728,Daniel K Inouye International Airport,3361,Sydney Kingsford Smith International Airport,\N,\N
7058,30173,3728,Daniel K Inouye International Airport,2276,Taiwan Taoyuan International Airport,\N,\N
7059,30175,3415,Hilo International Airport,3728,Daniel K Inouye International Airport,\N,\N
7060,30176,3415,Hilo International Airport,3456,Kahului Airport,\N,\N
7061,30177,3797,John F Kennedy International Airport,3728,Daniel K Inouye International Airport,\N,\N
7062,30178,3797,John F Kennedy International Airport,3877,McCarran International Airport,134242,4108569
7063,30180,3514,Ellison Onizuka Kona International At Keahole Airport,3728,Daniel K Inouye International Airport,\N,\N
7064,30181,3514,Ellison Onizuka Kona International At Keahole Airport,3456,Kahului Airport,\N,\N
7065,30182,3877,McCarran International Airport,3728,Daniel K Inouye International Airport,\N,\N
7066,30183,3877,McCarran International Airport,3797,John F Kennedy International Airport,133884,4110699
7067,30184,3877,McCarran International Airport,3469,San Francisco International Airport,30027,892914
7068,30185,3484,Los Angeles International Airport,3728,Daniel K Inouye International Airport,\N,\N
7069,30186,3484,Los Angeles International Airport,3456,Kahului Airport,\N,\N
7070,30187,3602,Lihue Airport,3728,Daniel K Inouye International Airport,\N,\N
7071,30188,3602,Lihue Airport,3456,Kahului Airport,\N,\N
7072,30189,3851,Lanai Airport,3728,Daniel K Inouye International Airport,\N,\N
7073,30190,3705,Molokai Airport,3728,Daniel K Inouye International Airport,\N,\N
7074,30191,3453,Metropolitan Oakland International Airport,3728,Daniel K Inouye International Airport,\N,\N
7075,30192,3453,Metropolitan Oakland International Airport,3456,Kahului Airport,\N,\N
7076,30193,3456,Kahului Airport,3728,Daniel K Inouye International Airport,\N,\N
7077,30194,3456,Kahului Airport,3415,Hilo International Airport,\N,\N
7078,30195,3456,Kahului Airport,3514,Ellison Onizuka Kona International At Keahole Airport,\N,\N
7079,30196,3456,Kahului Airport,3484,Los Angeles International Airport,\N,\N
7080,30197,3456,Kahului Airport,3602,Lihue Airport,\N,\N
7081,30198,3456,Kahului Airport,3453,Metropolitan Oakland International Airport,\N,\N
7082,30199,3456,Kahului Airport,3577,Seattle Tacoma International Airport,\N,\N
7083,30200,3456,Kahului Airport,3748,Norman Y. Mineta San Jose International Airport,\N,\N
7084,30201,3720,Portland International Airport,3728,Daniel K Inouye International Airport,\N,\N
7085,30203,3462,Phoenix Sky Harbor International Airport,3728,Daniel K Inouye International Airport,\N,\N
7086,30206,3731,San Diego International Airport,3728,Daniel K Inouye International Airport,\N,\N
7087,30208,3577,Seattle Tacoma International Airport,3728,Daniel K Inouye International Airport,\N,\N
7088,30209,3577,Seattle Tacoma International Airport,3456,Kahului Airport,\N,\N
7089,30210,3469,San Francisco International Airport,3728,Daniel K Inouye International Airport,\N,\N
7090,30211,3469,San Francisco International Airport,3877,McCarran International Airport,30162,892768
7091,30212,3748,Norman Y. Mineta San Jose International Airport,3456,Kahului Airport,\N,\N
7092,30213,3817,Sacramento International Airport,3728,Daniel K Inouye International Airport,\N,\N
7093,30903,3484,Los Angeles International Airport,3406,Shanghai Pudong International Airport,\N,\N
7094,30945,3830,Chicago O'Hare International Airport,3364,Beijing Capital International Airport,\N,\N
7095,30946,3830,Chicago O'Hare International Airport,3406,Shanghai Pudong International Airport,\N,\N
7096,31019,3577,Seattle Tacoma International Airport,3364,Beijing Capital International Airport,\N,\N
7097,31533,3797,John F Kennedy International Airport,3953,Riga International Airport,\N,\N
7098,31660,7205,Klawock Airport,3808,Ketchikan International Airport,17620,111402
7099,31661,3808,Ketchikan International Airport,7205,Klawock Airport,17610,111400
