,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
107,3913245,3647733,4328850,1698542,2320754,1326450,1404551,369891,\N,4565775,\N,4302875,2535323,3340540,\N,4556945,\N,457234,\N,\N,4075359,4424439,517844,\N,\N,2166548,3269343,4319708,\N,4403095,629985,3917658,\N,\N,1353354,4122228,765575,1385484,4774056,199662,611437,561224,1919007,1146554,643234,2974901,\N,817406,2504173,4068756,493726,588530,653064,1429730,621277,663968,1439064,338993,564366,1040439,886944,998978,396665,2547839,982055,911565,977829,2005851,2094964,1312820,602426,1986905,191794,650121,824991,575942,763512,1221592,1570215,1184935,2102729,598443,801498,608507,\N,\N,\N,1212763,1628367,543681,2007526,1036010,715446,427833,325572,535670,1580193,1735569,887940,823075
108,1852848,1956415,\N,874231,1386904,1793319,1774114,4082813,369353,1908130,1596054,3454266,628699,790102,1095699,176331,983832,1413939,775350,1667474,896136,840548,653241,1059788,764010,1027465,1405403,761630,556758,\N,\N,1058467,\N,\N,\N,\N,2276221,\N,1297604,1466942,\N,2413670,\N,1757552,4562474,\N,955186,2016803,\N,1189573,1875892,\N,\N,4730555,\N,1806369,\N,4734400,1702246,3309310,2141755,2207240,\N,2049778,256212,\N,\N,\N,\N,\N,\N,551356,\N,1319462,4546548,1715862,1928208,1940978,591852,2089457,\N,4066855,4431250,2096459,\N,\N,5489497,\N,\N,\N,\N,\N,367385,\N,1669485,3405058,5272456,\N,2810464,1408512
109,\N,\N,\N,2256567,1569575,\N,1911396,3802703,1908736,\N,1080424,\N,\N,\N,6458474,\N,1320601,\N,1532767,\N,4754829,4283869,4701612,\N,1740749,\N,5319462,4877841,5673674,\N,\N,\N,\N,1980526,\N,\N,\N,4938520,794583,452569,2326266,\N,2652132,2397319,1363707,1602487,115222,1367139,2932456,\N,1309458,263171,497588,922382,965004,568484,514443,1110336,1593581,214710,1879577,1786453,1568405,2884489,636428,1889616,2636880,1153044,1766066,824021,1406965,1490997,1968104,309167,702409,911559,375052,522844,1190288,\N,\N,\N,\N,311989,2162841,1292022,1849717,1860697,1043989,750721,2097418,2233277,542508,2156759,419583,\N,1224635,1197917,1812433,271278
110,1484620,210648,798130,1610147,892422,1156830,\N,1018044,1231124,381341,562946,1251969,613937,257225,625482,4580060,513471,409088,501109,278650,1154416,1591133,1490749,536909,463875,\N,\N,2426622,488357,1291827,1019699,\N,2223720,471029,898087,292832,315030,333021,1345219,982938,1700465,1145596,332878,\N,1760767,1332043,2820811,3261658,621368,1315735,\N,1032903,429699,\N,\N,823488,1902897,1096379,894438,3302583,1027281,2251976,115711,263115,570703,216621,632901,1490363,\N,1291044,747235,2147246,3396108,\N,1257580,2820718,274939,751260,3182130,\N,3490878,1312127,1321064,3067948,988254,541745,2130227,3336814,1919818,520366,3306940,3432293,832358,3461928,4069048,\N,2247418,3237173,490427,752885
111,1116103,388332,1926904,1102274,2801897,544572,923454,1023238,419583,1387474,857756,546009,309821,2232565,595569,602572,1568857,417509,1080119,1592792,2037130,4326625,1987005,2151941,1801943,4436685,3231653,3400993,4614133,2044743,407744,573339,477139,119718,401344,\N,540764,\N,1250896,\N,2667247,201557,\N,\N,372221,323430,873856,1396596,1266111,509670,\N,628511,647848,161734,995861,686378,\N,381931,1053178,713437,858004,769577,5289949,958359,881611,214231,2776952,2374886,930375,\N,413337,653066,145778,\N,1877908,\N,\N,\N,729130,989997,219073,297120,2487602,795395,1069189,307711,253645,390614,1330153,4012192,4403147,192459,\N,\N,\N,\N,\N,1855809,1599528,179698
112,554492,1912530,1370401,1888709,1968490,\N,913850,\N,1261140,419992,1804470,4615501,480810,3782842,532754,\N,\N,443416,661349,642556,393508,590559,571887,1873369,4343530,2774632,1132851,219442,333022,1104225,\N,4562748,4651686,\N,3466811,1452848,\N,258123,\N,432232,\N,1670045,1011982,\N,1524065,722615,974740,748132,809628,\N,672646,5844408,2907568,1623006,791446,1492137,4254592,624155,3654919,3279936,3014424,4123902,3695540,1400917,1694874,698747,2237141,3161321,700570,3849443,962367,236478,3770302,1939741,2167711,945274,\N,\N,1909443,2707230,3914324,\N,486756,633013,609951,\N,1950673,3449479,2348512,3798559,2922655,1110319,2631059,1472301,1188991,\N,2089552,543469,2812889,2045860
113,3769786,3284349,432482,1879891,1203318,582346,1571314,774237,903095,2309226,1203912,1153699,1924680,1083472,1235709,589404,2341591,3473487,191527,2721212,303906,2513158,2466406,2457709,1292085,277608,812376,952773,732039,426887,1981756,674588,3915226,654636,1908481,751493,530050,3294921,792197,964927,899407,1541047,1069485,1082623,2121705,3184938,430936,1292583,648810,443938,1652438,1351306,255511,429540,1924275,816751,4115541,823753,\N,1319258,1312018,638690,788610,894097,478258,2097765,576886,1531798,1320591,391823,2644080,762324,3076599,1202582,318167,763285,586164,642862,1166190,616324,987503,567575,784891,538958,1148309,1660982,2018993,2133804,1870132,1008339,1378664,3830348,4275367,2176136,4494151,200658,4279821,3339922,4349613,581156
114,1977505,454911,1922044,2772320,1570387,408167,920840,1682492,1129990,774319,903347,741484,208645,327521,765264,979495,1370498,1224297,1737592,520032,1099711,4549242,3348741,4633743,5317700,3306092,4559280,2291185,\N,\N,4348779,2739358,\N,\N,4729880,610194,4881863,3442278,\N,4655417,1206087,5350158,\N,665181,831064,322711,2687068,557905,3470766,1153798,418825,3287984,1972568,1142039,2252292,3465431,1078952,4370462,2761041,642229,1238122,2279734,3251101,588965,199456,1016837,1529510,1170809,1332749,1020052,2970326,1574615,1977364,493437,1450029,2350022,964591,749683,262475,505042,1185802,617207,1114801,429738,731189,1409928,1368428,792441,389236,946668,1459341,1817352,1846551,452718,1932163,1668491,3478299,252410,429330,2324223
115,1104099,1507856,819429,2800593,190882,530907,316738,182536,392192,805994,1389779,1185153,922050,1008032,890999,1532640,1161569,1542668,533410,2499732,2104191,1022709,300795,\N,938652,4077708,4081552,1275360,887206,3536469,2752211,1056813,3661354,937489,\N,1272092,883049,3540877,\N,\N,3051222,\N,1058467,3053227,769247,\N,2250442,2252204,1512360,239622,413170,1750302,473869,397237,4077708,752597,1281780,2255539,1299094,1153469,1386409,1028557,2808396,1267630,1055299,1275360,887206,565604,1426088,3164868,3536469,\N,\N,1334395,707734,611503,2752211,1056813,755664,2003399,1384265,1202795,952083,2916164,502879,648818,935064,3457426,1583596,384017,686978,3975854,3925641,\N,3997289,804124,926754,731741,1268284,2790480
116,1508386,241115,410693,1755843,\N,473285,396184,748755,1278547,2257345,1300992,1155886,\N,1389249,\N,1029080,1263486,1064036,\N,1272092,883049,559332,1425765,\N,2143359,3165109,\N,\N,3540877,\N,1332689,710031,\N,\N,\N,611464,1058467,\N,\N,755117,1708029,2146165,1380910,1197917,\N,953842,2907568,501479,648403,935705,3457980,1579578,383885,683533,\N,3976411,\N,3998095,804233,923305,734064,1268213,2789700,1504290,959071,672324,2821051,4830949,5001583,4543181,2322273,2738777,4510498,4681132,4401863,4848454,4300171,4529118,4108569,4549416,4720050,4110699,453529,892914,4835049,4749782,2320754,4516729,4396182,4302875,4556945,457234,4075359,3269343,4403095,1818098,611437,561224,4082813,4529404
117,3261658,3432293,1055264,4403147,4651686,794852,1820857,1302241,2824988,5007984,5325883,4552254,2739358,4689665,4853607,4535301,4729880,892768,610194,4532784,3442278,1056378,4655417,3081873,795486,1298883,2502815,557905,\N,2997793,1042847,743759,1441845,928605,1300206,1293546,2143358,1724669,2188586,679901,1240589,2322354,554619,2270793,4114134,1992413,1317954,2062930,569517,676233,1391511,\N,1512360,1612853,1750302,1094184,1140860,473869,938652,4077708,860393,1038878,2255539,1153469,1028557,1267630,887206,565604,3164868,3536469,1433090,\N,1334395,707734,1175973,1312561,1756692,755664,\N,1384265,937352,952083,1248028,2916164,1121951,\N,648818,869743,935064,3457426,1583596,686978,3975854,\N,926754,731741,1508386,1400522,2513743,332307
118,2461616,1453426,926445,2795846,2131978,267497,528863,2072582,2250152,616297,1811155,1800972,787017,2806129,1621604,2102770,2770838,1835162,1615614,526452,3031337,2242626,4261015,1964246,1464835,2238087,2034763,1244147,1046647,1086741,2927290,948046,1079386,972053,689924,974684,884807,1403173,1757464,1113221,866063,829280,626248,1852986,841064,727017,1395324,1436496,571017,1279242,973543,2892497,3264098,1440253,931842,1115673,771166,877478,1263132,2643793,889156,714479,854473,3204481,1510558,524202,1139680,1311085,676317,1015622,1033711,1488533,1755843,1770744,666681,1049428,3160424,2984504,2337660,2104475,1593922,1720298,1934700,603646,2211954,3670510,1933573,874330,3545102,2004091,1677212,435903,567316,627311,532025,614035,3002135,552540,1095040,2515983
119,523417,1245332,1114847,660866,611178,897323,608474,702148,652830,764864,2660205,825412,1617393,1722053,929142,1046675,834141,2328608,952441,404840,1174297,3895445,4286399,1681634,1739061,1443673,1139061,1466978,705688,1265438,1817226,2136420,363765,1648614,3666094,427791,594611,812545,486700,577573,1717513,4226782,2623369,983023,4457785,\N,3361848,1336100,1514190,1140399,1048381,2184265,739098,1617262,1687779,867255,895705,1743232,1461699,829471,604829,3342207,546027,700598,1665494,874356,1228228,937489,630041,651702,2018222,1841569,3253462,1563188,588409,3024111,1869799,694117,1666475,364827,1043790,569738,333961,1043741,691400,1016941,412661,848684,582123,511565,524803,553275,902845,803847,329386,441346,1023520,431767,857035,762464
120,1903004,1562015,1586022,1040496,2463835,2276460,1735519,1261896,1662968,1332558,748766,681586,2257345,1473395,3034283,1857558,1314086,3159809,1677928,2662638,2184935,2022142,1909313,1999634,2841489,3283147,1771972,1868780,1645418,2643272,1714948,2820195,1255618,1696465,2865397,973254,2962325,1603871,1661418,1450189,2044228,2021480,1091603,859530,1614499,1997407,2777504,1412697,2300923,2656951,1669247,1771621,1478869,1785220,2131175,2033591,2063227,848717,1887183,1671980,1334116,2986332,1115402,1455980,2019782,2302614,557454,1155886,848438,829329,1999960,3229638,434931,3183713,853719,724833,1617214,1030075,1235676,926982,1016627,1209797,1181027,1327284,698736,875289,2797031,1395895,2839973,2609655,1273471,2098273,3857039,1527045,617024,1658151,687806,2270774,1029080,2135820
121,2241651,1437555,2212213,1722982,1841321,3279923,1891090,1911591,2123075,557281,4037468,2358779,2200357,2336946,1379124,1876826,3773315,1874166,2312846,1286030,\N,1951139,428963,929110,3235558,1940775,1964782,677198,1769841,1692365,1412103,2236645,1046853,1866877,1996898,738550,2020905,572246,831752,1531956,1168160,1442864,1263486,267672,1096647,976791,1277890,2981458,2337215,1738139,1661413,364125,413098,2285088,1641181,1026612,1210008,2619318,1887077,1529422,542076,1628625,725353,1418442,2355528,2533714,2664247,713062,800311,1309172,1566255,1731933,942562,542117,3089692,735713,1905167,2145491,844811,1912994,2386333,338908,2504041,1286608,1590262,826298,528181,818536,542183,418023,2642600,1121456,581939,1865720,1135141,883049,951537,1711309,1908851,1630067
122,2946549,790166,1588028,2717199,1815359,1612036,405501,2121675,1843295,2048237,1913812,730603,1118467,1186741,559332,967807,1174873,2810175,556046,1421252,3567630,1730609,930187,4114763,1393297,3165109,2074532,4263277,2927573,2891987,1018688,3671078,434993,3893146,3341602,3252651,1252296,2301248,3228628,1183022,4042305,3235782,1694262,2356512,1866669,2945457,3573669,453529,1438111,2341435,1565147,2203762,3721482,2832865,2890412,2755322,877993,1790780,2088524,371564,1571947,4008013,486557,3529916,3746460,729405,528686,2053766,3015729,1835776,892914,842701,700308,914349,429045,2564624,3745489,1976110,673978,1305956,3540877,2248886,3267755,4288229,1698542,1326450,2531702,457234,2650008,3279111,3336658,3051222,596515,629985,765575,2197194,611437,561224,1146554,643234
123,2974901,817406,616588,511504,1436101,1433331,1439064,737113,2862206,2652824,1295704,1422081,1570215,1680494,525194,712112,2339630,1023605,2090926,553447,800472,1563970,1292456,1332689,932902,2337654,1737982,901778,1735569,968226,2358491,1210892,790292,2203465,2644312,2037669,810670,908752,698934,1373258,2883505,2859431,1956415,2517103,409460,2061676,1990002,710031,1816771,1960879,949167,1118505,2098328,1931441,1442210,1617527,874231,1560549,1565728,2960873,620936,1944754,2000781,1572040,1592541,1842302,1122871,3718418,2039730,1881307,1321048,2143150,2017896,2462027,1060075,1254232,1596054,3454266,1593394,2032073,1005258,1217425,2009618,1888007,1392312,\N,1632089,2144147,1317557,1172166,1799821,1466071,1079568,884874,772379,1591597,873873,1138280,1463043,544396
124,1226218,588186,1599727,545502,433404,1273277,2197968,1168980,1727140,1118914,1132984,1191948,1735015,2829404,3270252,1297186,1020291,810876,1877145,866638,1636419,668357,1462564,3428775,1278432,755829,3188286,1428627,3404701,1239030,2808106,732711,1554965,1286376,3076542,969704,2104476,3345408,1907206,494615,3342396,3440886,3470522,2256011,3294478,477815,1901152,1089662,2789285,1466066,943780,1318395,860910,1342402,709133,2146927,1636374,2217444,1309655,1719706,1266389,1263976,1658535,2335458,2888213,3329060,1425294,907688,2014635,547954,1602101,2932456,2241965,3221993,3499695,602164,2038642,1830430,1450373,699526,2535410,675834,553394,2636880,829619,755117,787185,878069,1818193,806707,2034774,2100297,1658548,1378708,542454,2749121,3053227,1372332,1057886,1455772
125,1600763,2424680,2905846,1086682,1081893,1725690,2809189,1034622,567547,2025427,1414128,3092004,876969,594395,2890517,3439538,646601,1043870,1190288,779686,1286375,1182581,655829,1380910,2134053,325827,1087753,732659,1791240,1279617,1542536,820725,859445,2089123,760489,2097418,678984,1605466,364158,3186035,645670,542508,610379,692389,938901,365127,1255855,1430624,953842,1648099,2048191,2190730,1996650,1571959,2861740,3410761,1043153,2044743,874596,1084899,1229241,936174,1250896,1266111,2776952,1877908,4012192,1599528,1244024,3782842,1873369,1452848,1670045,672646,2907568,1623006,2634446,1492137,3536867,624155,3654919,3014424,1400917,3161321,700570,3849443,3770302,2167711,1905822,2707230,486756,633013,2083893,1950673,3449479,2800484,2922655,2631059,2425342,1188991
126,1533238,2089552,543469,2045860,3769786,3284349,3488919,1203318,582346,1571314,2765455,2309226,1203912,1153699,1083472,1235709,589404,2341591,3473487,1718569,1120308,895004,429300,2300880,1981756,1873859,2150187,3530557,1595479,734378,3294921,1869320,1665996,712136,848207,596313,2312487,2034107,1554748,2307948,2104624,648403,853480,484847,2649465,1284637,1917712,3743940,1006256,1285196,3495236,1320681,1076774,871150,1218796,1672256,729797,762324,3086367,874546,1202582,896652,1117051,563737,1992413,970387,2062930,935705,2234957,1716288,1869661,1660982,1818216,2106982,2243570,1870132,1867471,2306151,1857764,1252473,3457980,2104268,3214273,4234747,1769122,2387084,527814,2530500,3349690,2906604,779930,581156,907151,2052576,794852,744639,826649,2921419,672789,1579578
127,1509188,2622409,440973,1459208,875228,338689,418551,2052678,2198934,1882347,1909639,1570387,2051553,1450746,1906354,683533,981908,1779255,3014495,1388513,493210,2774797,1412520,2307818,4458530,2113738,1818275,3345498,3223058,1290130,2291185,1121573,1331877,1346329,1183152,3976411,2037935,892768,610194,3452046,3509593,1206087,795486,671629,2772699,531057,2066423,840479,557905,3480534,610111,1084867,1153798,743197,1327371,619340,3364681,847949,701192,1142039,2262060,1181979,1230955,1078952,1364724,615382,1892713,914451,642229,3306824,694435,935938,1238122,827521,1178443,703664,1680300,2490682,438992,649055,588965,663977,613764,695774,923305,523518,1934835,1335162,694667,1021408,1332749,1329334,841564,1236676,1529686,1949107,740262,1282463,2564574,2970326
128,1574615,408190,1628284,481032,603204,828342,1085830,820347,677620,1450029,2350022,1322911,1855615,2910710,1449121,1652291,631577,2062438,734064,1840804,2033316,973200,1142539,2003878,1514647,1689964,1668020,1589761,2984907,688640,427683,1968788,2024815,1596074,1616575,1914739,3742452,2063763,1905341,1345081,2215587,2041929,1084108,1668491,3478299,1665830,2104510,1077695,2082055,1912040,1416346,\N,1656123,430685,1111110,825898,1978421,1091694,1729717,632802,1450942,673172,819429,2788188,672048,\N,\N,\N,\N,\N,\N,1426088,1433090,1528728,793680,2746401,3569269,3000840,2216683,386771,2617561,2362748,\N,627335,3875141,818183,\N,2338048,2347964,4152227,2039708,2708768,2380189,2083241,2091855,3622510,2784294,2058709,2529487,4068756
129,1433331,2141443,1353388,598443,801498,\N,3112723,2892511,4456379,4437876,2081976,1408512,2652132,2397319,2015082,1485365,2145225,1406965,1478661,\N,1387474,3510872,2550968,857756,2721212,2466406,2699890,2220886,2445083,2356054,2600067,1539494,2122133,2111249,2154413,196098,197386,\N,\N,\N,2728264,2898714,2422193,2830963,2505104,2565621,2974392,2830239,\N,2331542,3056621,3051146,3192493,3207025,2834281,3125924,2478143,3302583,1939741,2348512,2829774,1289882,3089434,3173758,223071,222549,40071,40073,102362,396830,302894,329925,302483,\N,463431,651127,167719,550922,620276,141540,389221,402071,\N,654360,169766,625284,644588,415784,578813,409763,1044471,832475,578564,686362,303042,641305,408373,185870,453637,659554
130,304874,414476,141534,573712,450523,409426,331638,1040245,445215,451663,282864,302552,831044,185806,659587,575164,683968,408227,289411,303681,550700,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1286133,2535830,4145605,3395752,1385289,3113438,2333078,486585,2878521,1369914,\N,\N,\N,\N,\N,\N,\N,1539149,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1595488,\N,\N,\N,\N,\N,4302552,2947467,4556473,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5792400,4472355,3117270,5476128,4726276
131,4544856,5298068,4127579,\N,1155723,4473933,3118848,4727854,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1735594,2565503,1936956,3086190,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2931589,4540595,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
132,5230339,3875253,5484259,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3141831,1834750,3143111,3395752,3301883,2514563,5269244,\N,1750206,936046,\N,\N,\N,\N,1749795,1470684,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1809624,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4846788,6455794,\N,\N,\N,\N,\N,2037359,3504492,1891083,2372249,3090530,1651058,\N,\N,\N,3140211,4749217,4694952,\N,\N,\N,\N,\N,4059763,2611014,1939430,4734493,1922933
133,5417803,4062718,6421576,5671724,\N,\N,\N,\N,\N,\N,\N,1432868,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4932797,\N,1265538,\N,\N,\N,\N,\N,\N,\N,\N,3253697,2337964,2778811,2715724,1732866,1527994,416567,1474644,718580,975745,1562312,951516,2744587,914688,613634,597326,2649815,1372268,746644,3550116,2019650,2054610,3507467,497177,2492560,241737,2998892,3875112,2083159,2524006,2547460,2460919,2599162,1220036,769228,2215801,815626,3621074,4061921,799318,2083476,2396478,843482,806761,1384357,2456438,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2018694,3901828,3649975,2614392,2375700,1027928
134,2611437,2195668,2380240,687670,906049,890105,711137,1284600,1649460,1350988,1828429,529191,510142,951516,2920182,608430,2615194,978493,2967094,4149860,4590707,597326,2336813,1372268,4761342,2315113,4794902,\N,2019650,2054610,\N,3507467,497177,241737,1535994,1726170,1371984,1569794,\N,1763889,3834896,3395170,2083159,2524006,2547460,1255473,2120895,1473110,1525937,779677,1218489,882049,754236,482201,1220036,684105,793923,769228,2391397,2215801,385902,780070,2361856,752276,2434385,832117,815626,3621074,4061921,799318,1596130,2083476,627040,2396478,952743,1471052,2082109,843482,806761,3545770,522515,1184924,260156,2357317,4137077,4145091,4232556,1215776,388005,2153993,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
135,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4074428,4076006,\N,\N,\N,\N,\N,\N,\N,2797388,3888747,\N,\N,\N,\N,\N,\N,4832411,\N,\N,\N,\N,2743904,1997514,\N,\N,\N,\N,\N,\N,5803946,3099153,3661836,5019875,\N,\N,\N,1950581,1525937,\N,\N,\N,\N,\N,\N,\N,3368512,\N,4074428,5792400,4883234,4429143,5476128,4756126,4377197,4661152,4723936,4782754,4076006,\N,2797388,2894857,2565503,2475959,3202727,3136403,3086190,3168199,\N,\N,\N,2743904,1834750,3552710,3739532,1514229,4145605,2996854,3143111,3046673,3395752,3301883,1385289,3714010,\N,3402912,1997514,2795149,2333078,486585
136,2099231,3099153,2519631,2372249,3090530,2970358,3661836,1939430,2512838,2462625,2723106,\N,1950581,3084986,2847122,\N,\N,2565503,3086190,1403210,3143111,2099231,2519631,2372249,3090530,1939430,1732874,2512838,2462625,1319045,534370,2054610,497177,241737,1118770,295408,3084986,2847122,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4570445,4540595,\N,\N,\N,3140211,5453201,5092997,2867694,5499069,4779067,4400138,4749217,4567798,5349966,5444804,4694952,5417803,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
137,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,613634,815626,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4074428,\N,\N,\N,\N,\N,\N,2797388,2743904,4145605,3395752,1997514,\N,5803946,\N,\N,\N,613634,385902,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5792400,4698019,5476128,4377197,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6234112,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5643467
138,5322644,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1834750,3395752,1750206,\N,\N,\N,\N,5671724,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2844753,1514229,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
139,\N,\N,4570445,\N,\N,\N,\N,\N,7521918,7159778,6799574,4574271,7205646,6339387,6485644,6106714,6455794,6274374,6130722,\N,\N,\N,\N,\N,4835118,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2621386,2797613,\N,\N,\N,\N,\N,\N,\N,3904624,4586323,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4074428,5792400,4497046,4883234,4429143,5476128,4756126,4377197,4661152,4723936,4782754,4076006,\N,\N
140,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2797388,2894857,2565503,2475959,3202727,2964772,3168199,\N,\N,\N,\N,\N,\N,\N,3888747,5290447,4570445,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4832411,6234112,5514110,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2743904,1834750,3552710,3739532,1514229,4145605,2996854,3143111,3046673,3395752,3301883,1385289,3714010,4617396,\N,1997514,2795149,2333078,486585
141,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5803946,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3099153,2519631,2970358,\N,4097369,4043103,\N,\N,\N,\N,\N,3661836,2723106,5019875,6421576,5701574,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4280949,\N,\N,\N,\N,\N,\N,2778811,2004286,1355465,827019,1218322,1950581,914688,613634,597326,1999838,\N,2019650,2897361,3507467,241737,1547704,2116045,761878,1480590,2998892,3875112,2083159,2524006,1937354,2547460,1395199
142,1525937,793923,385902,2361856,815626,3621074,799318,2083476,1471052,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1372268,843482,4886133,4127925,3980765,5298068,4946009,4113105,4129503,4885908,\N,\N,\N,\N,\N,\N,\N,2768093,3504492,3033194,3252371,4734493,5073372,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4074428,2784813,5148157,4127925,4532451,4654623,2674655,\N,\N,\N,\N,1385289,3113438,\N,\N,\N,\N,\N,3252371,1876535
143,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3395752,\N,\N,\N,\N,6455794,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
144,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4074428,4076006,\N,\N,\N,\N,\N,\N,\N,2797388,\N,\N,\N,\N,\N,\N,\N,\N,\N,2743904,1997514,\N,3099153,3661836,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4726276,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
145,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4794902,\N,\N,\N,\N,\N,3117270,4883234,4698019,4512339,\N,\N
